strategy_id,path,before,after
alpha_miner_pymoo_nsga3_novelty_0081,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":-0.012222,""status"":""ready"",""sample_count"":149,""mature_dates"":16,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""rank_ic"",""value"":-0.135274,""status"":""ready"",""sample_count"":149,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_daily_spearman_formal_continuous_affinity_vs_residual_return"",""affinity_owner"":""strategy-threshold-margin-affinity-v2"",""fallback_owner"":null,""retired_input"":""strategy-affinity-binary-pit-reconstruction-v1"",""formal_continuous_pairs"":146,""excluded_legacy_binary_pairs"":0,""observation_dates"":16,""estimable_dates"":12,""pair_eligible_dates"":14,""insufficient_pair_dates"":2,""constant_affinity_dates"":2,""constant_reward_dates"":0,""missing_reason"":null,""root_cause_class"":null,""remediation"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":-0.082665,""status"":""ready"",""sample_count"":149,""mature_dates"":16,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.04559,""status"":""ready"",""sample_count"":149,""mature_dates"":16,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.978333,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.033373,""status"":""insufficient_samples"",""sample_count"":84,""mature_dates"":3,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":7,""dates"":3,""lcb90"":-0.015449},{""regime"":""sideways"",""samples"":67,""dates"":11,""lcb90"":-0.033373},{""regime"":""volatile"",""samples"":10,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":7,""dates"":3,""lcb90"":-0.015449},{""regime"":""sideways"",""samples"":67,""dates"":11,""lcb90"":-0.033373}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":-0.012222,""status"":""ready"",""sample_count"":149,""mature_dates"":16,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""rank_ic"",""value"":-0.120299,""status"":""ready"",""sample_count"":149,""mature_dates"":11,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_daily_spearman_formal_continuous_affinity_vs_residual_return"",""affinity_owner"":""strategy-threshold-margin-affinity-v2"",""fallback_owner"":null,""retired_input"":""strategy-affinity-binary-pit-reconstruction-v1"",""formal_continuous_pairs"":146,""excluded_legacy_binary_pairs"":0,""observation_dates"":16,""estimable_dates"":11,""pair_eligible_dates"":14,""insufficient_pair_dates"":2,""constant_affinity_dates"":3,""constant_reward_dates"":0,""missing_reason"":null,""root_cause_class"":null,""remediation"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":-0.082665,""status"":""ready"",""sample_count"":149,""mature_dates"":16,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.04559,""status"":""ready"",""sample_count"":149,""mature_dates"":16,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.978333,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.033373,""status"":""insufficient_samples"",""sample_count"":84,""mature_dates"":3,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":7,""dates"":3,""lcb90"":-0.015449},{""regime"":""sideways"",""samples"":67,""dates"":11,""lcb90"":-0.033373},{""regime"":""volatile"",""samples"":10,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":7,""dates"":3,""lcb90"":-0.015449},{""regime"":""sideways"",""samples"":67,""dates"":11,""lcb90"":-0.033373}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
alpha_miner_pymoo_nsga3_novelty_0081,learning.avg_return_pct,0.012529,0.01102
alpha_miner_pymoo_nsga3_novelty_0081,learning.hit_rate,0.51875,0.47549
alpha_miner_pymoo_nsga3_novelty_0081,learning.latest_reward_date,2026-08-14,2026-08-25
alpha_miner_pymoo_nsga3_novelty_0081,learning.reward_status_reason,reward evidence available through 2026-08-14,reward evidence available through 2026-08-25
alpha_miner_pymoo_nsga3_novelty_0081,learning.rolling_avg_return_pct,0.012529,0.01102
alpha_miner_pymoo_nsga3_novelty_0081,learning.rolling_date_return_lcb90,-0.015005,-0.013384
alpha_miner_pymoo_nsga3_novelty_0081,learning.rolling_date_return_mean,0.003913,0.00115
alpha_miner_pymoo_nsga3_novelty_0081,learning.rolling_hit_rate,0.51875,0.47549
alpha_miner_pymoo_nsga3_novelty_0081,learning.rolling_reward_dates,14,19
alpha_miner_pymoo_nsga3_novelty_0081,learning.rolling_samples,160,204
alpha_miner_pymoo_nsga3_novelty_0081,learning.samples,160,204
alpha_miner_pymoo_nsga3_novelty_0081,promotion_gate.evidence.avg_return_pct,0.012529,0.01102
alpha_miner_pymoo_nsga3_novelty_0081,promotion_gate.evidence.date_return_lcb90,-0.015005,-0.013384
alpha_miner_pymoo_nsga3_novelty_0081,promotion_gate.evidence.hit_rate,0.51875,0.47549
alpha_miner_pymoo_nsga3_novelty_0081,promotion_gate.evidence.mature_dates,14,19
alpha_miner_pymoo_nsga3_novelty_0081,promotion_gate.evidence.samples,160,204
alpha_miner_pymoo_nsga3_novelty_0187,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""missing_reason"":""no_strategy_hits_in_observation_window"",""root_cause_class"":""strategy_coverage"",""remediation"":""shadow_coverage_diagnostics_before_threshold_change"",""observation_window_end"":""2026-09-01"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""rank_ic"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_daily_spearman_formal_continuous_affinity_vs_residual_return"",""affinity_owner"":""strategy-threshold-margin-affinity-v2"",""fallback_owner"":null,""retired_input"":""strategy-affinity-binary-pit-reconstruction-v1"",""formal_continuous_pairs"":0,""excluded_legacy_binary_pairs"":0,""observation_dates"":0,""estimable_dates"":0,""pair_eligible_dates"":0,""insufficient_pair_dates"":0,""constant_affinity_dates"":0,""constant_reward_dates"":0,""missing_reason"":""no_strategy_hits_in_observation_window"",""root_cause_class"":""strategy_coverage"",""remediation"":""shadow_coverage_diagnostics_before_threshold_change"",""observation_window_end"":""2026-09-01"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""missing_reason"":""no_strategy_hits_in_observation_window"",""root_cause_class"":""strategy_coverage"",""remediation"":""shadow_coverage_diagnostics_before_threshold_change"",""observation_window_end"":""2026-09-01"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":null,""missing_reason"":""no_strategy_hits_in_observation_window"",""root_cause_class"":""strategy_coverage"",""remediation"":""shadow_coverage_diagnostics_before_threshold_change"",""observation_window_end"":""2026-09-01"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[],""eligible_partitions"":[],""observed_regime_count"":0,""eligible_regime_count"":0,""missing_reason"":""no_strategy_hits_in_observation_window"",""root_cause_class"":""strategy_coverage"",""remediation"":""shadow_coverage_diagnostics_before_threshold_change"",""observation_window_end"":""2026-09-01"",""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""missing_reason"":""no_strategy_hits_in_observation_window"",""root_cause_class"":""strategy_coverage"",""remediation"":""shadow_coverage_diagnostics_before_threshold_change"",""observation_window_end"":""2026-09-02"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""rank_ic"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_daily_spearman_formal_continuous_affinity_vs_residual_return"",""affinity_owner"":""strategy-threshold-margin-affinity-v2"",""fallback_owner"":null,""retired_input"":""strategy-affinity-binary-pit-reconstruction-v1"",""formal_continuous_pairs"":0,""excluded_legacy_binary_pairs"":0,""observation_dates"":0,""estimable_dates"":0,""pair_eligible_dates"":0,""insufficient_pair_dates"":0,""constant_affinity_dates"":0,""constant_reward_dates"":0,""missing_reason"":""no_strategy_hits_in_observation_window"",""root_cause_class"":""strategy_coverage"",""remediation"":""shadow_coverage_diagnostics_before_threshold_change"",""observation_window_end"":""2026-09-02"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""missing_reason"":""no_strategy_hits_in_observation_window"",""root_cause_class"":""strategy_coverage"",""remediation"":""shadow_coverage_diagnostics_before_threshold_change"",""observation_window_end"":""2026-09-02"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":null,""missing_reason"":""no_strategy_hits_in_observation_window"",""root_cause_class"":""strategy_coverage"",""remediation"":""shadow_coverage_diagnostics_before_threshold_change"",""observation_window_end"":""2026-09-02"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[],""eligible_partitions"":[],""observed_regime_count"":0,""eligible_regime_count"":0,""missing_reason"":""no_strategy_hits_in_observation_window"",""root_cause_class"":""strategy_coverage"",""remediation"":""shadow_coverage_diagnostics_before_threshold_change"",""observation_window_end"":""2026-09-02"",""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
alpha_miner_pymoo_nsga3_novelty_0187,learning.avg_return_pct,-0.000926,0.001282
alpha_miner_pymoo_nsga3_novelty_0187,learning.hit_rate,0.468293,0.423237
alpha_miner_pymoo_nsga3_novelty_0187,learning.latest_reward_date,2026-07-23,2026-08-25
alpha_miner_pymoo_nsga3_novelty_0187,learning.max_drawdown_pct,,-0.00447
alpha_miner_pymoo_nsga3_novelty_0187,learning.reward_status_reason,reward evidence available through 2026-07-23,reward evidence available through 2026-08-25
alpha_miner_pymoo_nsga3_novelty_0187,learning.rolling_avg_return_pct,-0.000926,0.001282
alpha_miner_pymoo_nsga3_novelty_0187,learning.rolling_date_return_lcb90,-0.002215,-0.002118
alpha_miner_pymoo_nsga3_novelty_0187,learning.rolling_date_return_mean,-0.000766,0.00111
alpha_miner_pymoo_nsga3_novelty_0187,learning.rolling_hit_rate,0.468293,0.423237
alpha_miner_pymoo_nsga3_novelty_0187,learning.rolling_max_drawdown_pct,-0.001897,-0.005997
alpha_miner_pymoo_nsga3_novelty_0187,learning.rolling_reward_dates,2,5
alpha_miner_pymoo_nsga3_novelty_0187,learning.rolling_samples,205,482
alpha_miner_pymoo_nsga3_novelty_0187,learning.samples,205,482
alpha_miner_pymoo_nsga3_novelty_0187,promotion_gate.evidence.avg_return_pct,-0.000926,0.001282
alpha_miner_pymoo_nsga3_novelty_0187,promotion_gate.evidence.date_return_lcb90,-0.002215,-0.002118
alpha_miner_pymoo_nsga3_novelty_0187,promotion_gate.evidence.hit_rate,0.468293,0.423237
alpha_miner_pymoo_nsga3_novelty_0187,promotion_gate.evidence.mature_dates,2,5
alpha_miner_pymoo_nsga3_novelty_0187,promotion_gate.evidence.max_drawdown_pct,-0.001897,-0.005997
alpha_miner_pymoo_nsga3_novelty_0187,promotion_gate.evidence.samples,205,482
alpha_miner_pymoo_nsga3_novelty_0193,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":0.001387,""status"":""ready"",""sample_count"":1234,""mature_dates"":7,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""downside_capture"",""value"":0.952696,""status"":""ready"",""sample_count"":304,""mature_dates"":7,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_strategy_return_divided_by_benchmark_return_when_benchmark_negative"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":0,""status"":""ready"",""sample_count"":1234,""mature_dates"":7,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.126169,""status"":""ready"",""sample_count"":1234,""mature_dates"":7,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":62,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""crowding_decay"",""value"":-0.004528,""status"":""ready"",""sample_count"":1234,""mature_dates"":7,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""high_overlap_quartile_minus_low_overlap_quartile_residual_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":0.001387,""status"":""ready"",""sample_count"":1234,""mature_dates"":7,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""downside_capture"",""value"":0.952696,""status"":""ready"",""sample_count"":304,""mature_dates"":7,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_strategy_return_divided_by_benchmark_return_when_benchmark_negative"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":0,""status"":""ready"",""sample_count"":1234,""mature_dates"":7,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.126169,""status"":""ready"",""sample_count"":1234,""mature_dates"":7,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":62,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""crowding_decay"",""value"":-0.004528,""status"":""ready"",""sample_count"":1234,""mature_dates"":7,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""high_overlap_quartile_minus_low_overlap_quartile_residual_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
defensive_accumulation_seed_v1,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":-0.02481,""status"":""ready"",""sample_count"":1916,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""downside_capture"",""value"":1.032167,""status"":""ready"",""sample_count"":653,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_strategy_return_divided_by_benchmark_return_when_benchmark_negative"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":-0.009357,""status"":""ready"",""sample_count"":1916,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.140946,""status"":""ready"",""sample_count"":1916,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":96,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""crowding_decay"",""value"":0.00446,""status"":""ready"",""sample_count"":1916,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""high_overlap_quartile_minus_low_overlap_quartile_residual_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":-0.02481,""status"":""ready"",""sample_count"":1916,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""downside_capture"",""value"":1.032167,""status"":""ready"",""sample_count"":653,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_strategy_return_divided_by_benchmark_return_when_benchmark_negative"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":-0.009357,""status"":""ready"",""sample_count"":1916,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.140946,""status"":""ready"",""sample_count"":1916,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":96,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""crowding_decay"",""value"":0.00446,""status"":""ready"",""sample_count"":1916,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""high_overlap_quartile_minus_low_overlap_quartile_residual_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
defensive_accumulation_seed_v1,learning.avg_return_pct,-0.005207,-0.003069
defensive_accumulation_seed_v1,learning.hit_rate,0.421333,0.421819
defensive_accumulation_seed_v1,learning.latest_reward_date,2026-08-14,2026-08-25
defensive_accumulation_seed_v1,learning.reward_status_reason,reward evidence available through 2026-08-14,reward evidence available through 2026-08-25
defensive_accumulation_seed_v1,learning.rolling_avg_return_pct,-0.005207,-0.003069
defensive_accumulation_seed_v1,learning.rolling_date_return_lcb90,-0.013368,-0.008745
defensive_accumulation_seed_v1,learning.rolling_date_return_mean,-0.007338,-0.004314
defensive_accumulation_seed_v1,learning.rolling_hit_rate,0.421333,0.421819
defensive_accumulation_seed_v1,learning.rolling_reward_dates,14,20
defensive_accumulation_seed_v1,learning.rolling_samples,2250,3089
defensive_accumulation_seed_v1,learning.samples,2250,3089
defensive_accumulation_seed_v1,promotion_gate.evidence.avg_return_pct,-0.005207,-0.003069
defensive_accumulation_seed_v1,promotion_gate.evidence.date_return_lcb90,-0.013368,-0.008745
defensive_accumulation_seed_v1,promotion_gate.evidence.hit_rate,0.421333,0.421819
defensive_accumulation_seed_v1,promotion_gate.evidence.mature_dates,14,20
defensive_accumulation_seed_v1,promotion_gate.evidence.samples,2250,3089
