strategy_id,path,before,after
alpha223_0109,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":-0.001604,""status"":""ready"",""sample_count"":1629,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""rank_ic"",""value"":0.086302,""status"":""ready"",""sample_count"":1629,""mature_dates"":11,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_daily_spearman_formal_continuous_affinity_vs_residual_return"",""affinity_owner"":""strategy-threshold-margin-affinity-v2"",""fallback_owner"":null,""retired_input"":""strategy-affinity-binary-pit-reconstruction-v1"",""formal_continuous_pairs"":1629,""excluded_legacy_binary_pairs"":0,""observation_dates"":12,""estimable_dates"":11,""pair_eligible_dates"":12,""insufficient_pair_dates"":0,""constant_affinity_dates"":1,""constant_reward_dates"":0,""missing_reason"":null,""root_cause_class"":null,""remediation"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":-0.043907,""status"":""ready"",""sample_count"":1629,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.341753,""status"":""ready"",""sample_count"":1629,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.169916,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.001618,""status"":""insufficient_samples"",""sample_count"":991,""mature_dates"":3,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":169,""dates"":3,""lcb90"":0.008557},{""regime"":""sideways"",""samples"":766,""dates"":8,""lcb90"":-0.001618},{""regime"":""volatile"",""samples"":56,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":169,""dates"":3,""lcb90"":0.008557},{""regime"":""sideways"",""samples"":766,""dates"":8,""lcb90"":-0.001618}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":-0.001604,""status"":""ready"",""sample_count"":1629,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""rank_ic"",""value"":0.086302,""status"":""ready"",""sample_count"":1629,""mature_dates"":11,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_daily_spearman_formal_continuous_affinity_vs_residual_return"",""affinity_owner"":""strategy-threshold-margin-affinity-v2"",""fallback_owner"":null,""retired_input"":""strategy-affinity-binary-pit-reconstruction-v1"",""formal_continuous_pairs"":1629,""excluded_legacy_binary_pairs"":0,""observation_dates"":12,""estimable_dates"":11,""pair_eligible_dates"":12,""insufficient_pair_dates"":0,""constant_affinity_dates"":1,""constant_reward_dates"":0,""missing_reason"":null,""root_cause_class"":null,""remediation"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":-0.043907,""status"":""ready"",""sample_count"":1629,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.341753,""status"":""ready"",""sample_count"":1629,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.169916,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.001618,""status"":""insufficient_samples"",""sample_count"":991,""mature_dates"":3,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":169,""dates"":3,""lcb90"":0.008557},{""regime"":""sideways"",""samples"":766,""dates"":8,""lcb90"":-0.001618},{""regime"":""volatile"",""samples"":56,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":169,""dates"":3,""lcb90"":0.008557},{""regime"":""sideways"",""samples"":766,""dates"":8,""lcb90"":-0.001618}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
alpha223_0109,learning.avg_return_pct,-0.002302,0.001239
alpha223_0109,learning.hit_rate,0.423924,0.438538
alpha223_0109,learning.latest_reward_date,2026-08-14,2026-08-25
alpha223_0109,learning.reward_status_reason,reward evidence available through 2026-08-14,reward evidence available through 2026-08-25
alpha223_0109,learning.rolling_avg_return_pct,-0.002302,0.001239
alpha223_0109,learning.rolling_date_return_lcb90,-0.007641,-0.003254
alpha223_0109,learning.rolling_date_return_mean,-0.003308,0.000332
alpha223_0109,learning.rolling_hit_rate,0.423924,0.438538
alpha223_0109,learning.rolling_reward_dates,14,20
alpha223_0109,learning.rolling_samples,1906,2709
alpha223_0109,learning.samples,1906,2709
alpha223_0109,promotion_gate.evidence.avg_return_pct,-0.002302,0.001239
alpha223_0109,promotion_gate.evidence.date_return_lcb90,-0.007641,-0.003254
alpha223_0109,promotion_gate.evidence.hit_rate,0.423924,0.438538
alpha223_0109,promotion_gate.evidence.mature_dates,14,20
alpha223_0109,promotion_gate.evidence.samples,1906,2709
alpha223_0166,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":-0.009365,""status"":""ready"",""sample_count"":2287,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""rank_ic"",""value"":-0.014309,""status"":""ready"",""sample_count"":2287,""mature_dates"":11,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_daily_spearman_formal_continuous_affinity_vs_residual_return"",""affinity_owner"":""strategy-threshold-margin-affinity-v2"",""fallback_owner"":null,""retired_input"":""strategy-affinity-binary-pit-reconstruction-v1"",""formal_continuous_pairs"":2287,""excluded_legacy_binary_pairs"":0,""observation_dates"":12,""estimable_dates"":11,""pair_eligible_dates"":12,""insufficient_pair_dates"":0,""constant_affinity_dates"":1,""constant_reward_dates"":0,""missing_reason"":null,""root_cause_class"":null,""remediation"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":0,""status"":""ready"",""sample_count"":2287,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.392771,""status"":""ready"",""sample_count"":2287,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.091198,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.011481,""status"":""insufficient_samples"",""sample_count"":1426,""mature_dates"":3,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":229,""dates"":3,""lcb90"":-0.011481},{""regime"":""sideways"",""samples"":1096,""dates"":8,""lcb90"":-0.010997},{""regime"":""volatile"",""samples"":101,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":229,""dates"":3,""lcb90"":-0.011481},{""regime"":""sideways"",""samples"":1096,""dates"":8,""lcb90"":-0.010997}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":-0.009365,""status"":""ready"",""sample_count"":2287,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""rank_ic"",""value"":-0.014309,""status"":""ready"",""sample_count"":2287,""mature_dates"":11,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_daily_spearman_formal_continuous_affinity_vs_residual_return"",""affinity_owner"":""strategy-threshold-margin-affinity-v2"",""fallback_owner"":null,""retired_input"":""strategy-affinity-binary-pit-reconstruction-v1"",""formal_continuous_pairs"":2287,""excluded_legacy_binary_pairs"":0,""observation_dates"":12,""estimable_dates"":11,""pair_eligible_dates"":12,""insufficient_pair_dates"":0,""constant_affinity_dates"":1,""constant_reward_dates"":0,""missing_reason"":null,""root_cause_class"":null,""remediation"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""max_drawdown"",""value"":0,""status"":""ready"",""sample_count"":2287,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_compounded_cost_net_absolute_return"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.392771,""status"":""ready"",""sample_count"":2287,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.091198,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.011481,""status"":""insufficient_samples"",""sample_count"":1426,""mature_dates"":3,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":229,""dates"":3,""lcb90"":-0.011481},{""regime"":""sideways"",""samples"":1096,""dates"":8,""lcb90"":-0.010997},{""regime"":""volatile"",""samples"":101,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":229,""dates"":3,""lcb90"":-0.011481},{""regime"":""sideways"",""samples"":1096,""dates"":8,""lcb90"":-0.010997}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
alpha223_0166,learning.avg_return_pct,-0.000823,-0.000647
alpha223_0166,learning.hit_rate,0.458396,0.442065
alpha223_0166,learning.latest_reward_date,2026-08-14,2026-08-25
alpha223_0166,learning.max_drawdown_pct,-0.067614,-0.077762
alpha223_0166,learning.reward_status_reason,reward evidence available through 2026-08-14,reward evidence available through 2026-08-25
alpha223_0166,learning.rolling_avg_return_pct,-0.000823,-0.000647
alpha223_0166,learning.rolling_date_return_lcb90,-0.005468,-0.003975
alpha223_0166,learning.rolling_date_return_mean,-0.001188,-0.000937
alpha223_0166,learning.rolling_hit_rate,0.458396,0.442065
alpha223_0166,learning.rolling_max_drawdown_pct,-0.067612,-0.07776
alpha223_0166,learning.rolling_reward_dates,14,20
alpha223_0166,learning.rolling_samples,2668,3642
alpha223_0166,learning.samples,2668,3642
alpha223_0166,promotion_gate.evidence.avg_return_pct,-0.000823,-0.000647
alpha223_0166,promotion_gate.evidence.date_return_lcb90,-0.005468,-0.003975
alpha223_0166,promotion_gate.evidence.hit_rate,0.458396,0.442065
alpha223_0166,promotion_gate.evidence.mature_dates,14,20
alpha223_0166,promotion_gate.evidence.max_drawdown_pct,-0.067612,-0.07776
alpha223_0166,promotion_gate.evidence.samples,2668,3642
alpha223_0248,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":-0.001048,""status"":""ready"",""sample_count"":1132,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""false_breakout_rate"",""value"":0.446996,""status"":""ready"",""sample_count"":1132,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""primary_horizon_cost_net_return_non_positive_rate"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.196169,""status"":""ready"",""sample_count"":1132,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":57,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.109809,""status"":""ready"",""sample_count"":1132,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.169519,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.004871,""status"":""insufficient_samples"",""sample_count"":868,""mature_dates"":3,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":140,""dates"":3,""lcb90"":-0.004871},{""regime"":""sideways"",""samples"":676,""dates"":12,""lcb90"":0.000153},{""regime"":""volatile"",""samples"":52,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":140,""dates"":3,""lcb90"":-0.004871},{""regime"":""sideways"",""samples"":676,""dates"":12,""lcb90"":0.000153}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":-0.001048,""status"":""ready"",""sample_count"":1132,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""false_breakout_rate"",""value"":0.446996,""status"":""ready"",""sample_count"":1132,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""primary_horizon_cost_net_return_non_positive_rate"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.196169,""status"":""ready"",""sample_count"":1132,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":57,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.109809,""status"":""ready"",""sample_count"":1132,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.169519,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.004871,""status"":""insufficient_samples"",""sample_count"":868,""mature_dates"":3,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":140,""dates"":3,""lcb90"":-0.004871},{""regime"":""sideways"",""samples"":676,""dates"":12,""lcb90"":0.000153},{""regime"":""volatile"",""samples"":52,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":140,""dates"":3,""lcb90"":-0.004871},{""regime"":""sideways"",""samples"":676,""dates"":12,""lcb90"":0.000153}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
alpha223_0248,learning.avg_return_pct,0.004529,0.003204
alpha223_0248,learning.hit_rate,0.47921,0.463485
alpha223_0248,learning.latest_reward_date,2026-08-14,2026-08-25
alpha223_0248,learning.max_drawdown_pct,-0.017725,-0.029271
alpha223_0248,learning.reward_status_reason,reward evidence available through 2026-08-14,reward evidence available through 2026-08-25
alpha223_0248,learning.rolling_avg_return_pct,0.004529,0.003204
alpha223_0248,learning.rolling_date_return_lcb90,0.001344,0.000481
alpha223_0248,learning.rolling_date_return_mean,0.004507,0.003025
alpha223_0248,learning.rolling_hit_rate,0.47921,0.463485
alpha223_0248,learning.rolling_max_drawdown_pct,-0.017725,-0.02927
alpha223_0248,learning.rolling_reward_dates,14,20
alpha223_0248,learning.rolling_samples,962,1383
alpha223_0248,learning.samples,962,1383
alpha223_0248,promotion_gate.evidence.avg_return_pct,0.004529,0.003204
alpha223_0248,promotion_gate.evidence.date_return_lcb90,0.001344,0.000481
alpha223_0248,promotion_gate.evidence.hit_rate,0.47921,0.463485
alpha223_0248,promotion_gate.evidence.mature_dates,14,20
alpha223_0248,promotion_gate.evidence.max_drawdown_pct,-0.017725,-0.02927
alpha223_0248,promotion_gate.evidence.samples,962,1383
alpha223_0283,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":-0.002069,""status"":""ready"",""sample_count"":2435,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""false_breakout_rate"",""value"":0.413552,""status"":""ready"",""sample_count"":2435,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""primary_horizon_cost_net_return_non_positive_rate"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.166567,""status"":""ready"",""sample_count"":2435,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":122,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.146089,""status"":""ready"",""sample_count"":2435,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.169471,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.003529,""status"":""insufficient_samples"",""sample_count"":1425,""mature_dates"":3,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":168,""dates"":3,""lcb90"":-0.001709},{""regime"":""sideways"",""samples"":1185,""dates"":12,""lcb90"":-0.003529},{""regime"":""volatile"",""samples"":72,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":168,""dates"":3,""lcb90"":-0.001709},{""regime"":""sideways"",""samples"":1185,""dates"":12,""lcb90"":-0.003529}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":-0.002069,""status"":""ready"",""sample_count"":2435,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""false_breakout_rate"",""value"":0.413552,""status"":""ready"",""sample_count"":2435,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""primary_horizon_cost_net_return_non_positive_rate"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.166567,""status"":""ready"",""sample_count"":2435,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":122,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.146089,""status"":""ready"",""sample_count"":2435,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.169471,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.003529,""status"":""insufficient_samples"",""sample_count"":1425,""mature_dates"":3,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":168,""dates"":3,""lcb90"":-0.001709},{""regime"":""sideways"",""samples"":1185,""dates"":12,""lcb90"":-0.003529},{""regime"":""volatile"",""samples"":72,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":168,""dates"":3,""lcb90"":-0.001709},{""regime"":""sideways"",""samples"":1185,""dates"":12,""lcb90"":-0.003529}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
alpha223_0283,learning.avg_return_pct,0.000898,0.00031
alpha223_0283,learning.hit_rate,0.461017,0.445862
alpha223_0283,learning.latest_reward_date,2026-08-14,2026-08-25
alpha223_0283,learning.max_drawdown_pct,-0.005732,-0.020023
alpha223_0283,learning.reward_status_reason,reward evidence available through 2026-08-14,reward evidence available through 2026-08-25
alpha223_0283,learning.rolling_avg_return_pct,0.000898,0.00031
alpha223_0283,learning.rolling_date_return_lcb90,-0.000445,-0.001165
alpha223_0283,learning.rolling_date_return_mean,0.000896,0.000124
alpha223_0283,learning.rolling_hit_rate,0.461017,0.445862
alpha223_0283,learning.rolling_max_drawdown_pct,-0.005732,-0.020024
alpha223_0283,learning.rolling_reward_dates,14,20
alpha223_0283,learning.rolling_samples,2065,2900
alpha223_0283,learning.samples,2065,2900
alpha223_0283,promotion_gate.evidence.avg_return_pct,0.000898,0.00031
alpha223_0283,promotion_gate.evidence.date_return_lcb90,-0.000445,-0.001165
alpha223_0283,promotion_gate.evidence.hit_rate,0.461017,0.445862
alpha223_0283,promotion_gate.evidence.mature_dates,14,20
alpha223_0283,promotion_gate.evidence.max_drawdown_pct,-0.005732,-0.020024
alpha223_0283,promotion_gate.evidence.samples,2065,2900
