universe,feature_id,source,category,monthly_sharpe,cagr,max_drawdown,coverage,nearest_ml106_feature,nearest_abs_rank_corr,overlap_tier,action,decision
ml106_best_of_high_low,chip_5d,stockvision_ml106,chip_margin_flow,0.8587894339174001,0.2439313920824555,-0.3426538194333647,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,return_1d,stockvision_ml106,price_technical,0.8281103637579877,0.2124090819322133,-0.2568702205599628,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,institutional_net,stockvision_ml106,chip_margin_flow,0.8028180421474613,0.19221564028716132,-0.2974005564647485,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,RESI_20,stockvision_ml106,price_technical,0.7535916703983633,0.25301447215390827,-0.41053889877605876,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,bb_position,stockvision_ml106,price_technical,0.7122178279157613,0.14837405278389437,-0.2757609317919303,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,RESI_10,stockvision_ml106,price_technical,0.6961414421710056,0.20162945335112448,-0.34016361966459974,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,RSQR_60,stockvision_ml106,price_technical,0.6591787619746001,0.14461410526109963,-0.19051598577570117,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,vwap_bias,stockvision_ml106,price_technical,0.6548278124557457,0.18588449688107245,-0.4514600864499013,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,IMXD_20,stockvision_ml106,price_technical,0.617580100269255,0.1498800760766914,-0.28000730545254804,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,RESI_60,stockvision_ml106,price_technical,0.6161394741084503,0.1933559867768435,-0.44101993371492076,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,KLEN,stockvision_ml106,price_technical,0.6068693319881608,0.1705486514243293,-0.38736495329600396,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,IMIN_20,stockvision_ml106,price_technical,0.6028733454001812,0.10600118711279816,-0.18265483538954708,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,KSFT,stockvision_ml106,price_technical,0.6016463949597696,0.15898708748333057,-0.46773006589387756,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,vwap_bias_5d,stockvision_ml106,price_technical,0.5962899789776737,0.15668266699945055,-0.3967195181053479,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,RSQR_10,stockvision_ml106,price_technical,0.5492318597222078,0.10641065479470435,-0.1266014010184564,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,KLOW,stockvision_ml106,price_technical,0.52083573025954,0.11508203157544328,-0.2991935949723702,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,vol_ratio_20d,stockvision_ml106,other,0.5170388258047534,0.07479976644787434,-0.1327605812792646,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,KUP,stockvision_ml106,price_technical,0.5042933300383275,0.13225381566812677,-0.36236029501035705,0.8490103270223752,self,1,base_contract,base_contract_triage,active_tree_candidate
ml106_best_of_high_low,ma5_bias,stockvision_ml106,price_technical,0.4925909065270003,0.12352121058849597,-0.44934382764651215,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,keltner_position,stockvision_ml106,price_technical,0.4767437433982697,0.11077284943784549,-0.3275652444706746,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,KUP2,stockvision_ml106,price_technical,0.46429285394254055,0.07510282180653083,-0.19778641626976323,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,CNTP_5,stockvision_ml106,price_technical,0.4516561437953129,0.10359945980000251,-0.24810551995961228,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,BETA_5,stockvision_ml106,price_technical,0.4501582354345147,0.11581005315611503,-0.4541159458227084,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,CORR_10,stockvision_ml106,price_technical,0.40596350747411103,0.06300348314960735,-0.215631511160006,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,ma10_bias,stockvision_ml106,price_technical,0.39241664745714355,0.09468987022038866,-0.3863434029168902,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,CNTD_5,stockvision_ml106,price_technical,0.378086729955027,0.08408231135822009,-0.2488282857699201,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,return_3d,stockvision_ml106,price_technical,0.3430426247067957,0.07626940108997404,-0.2999571493520742,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,ma20_bias,stockvision_ml106,price_technical,0.3366261949197606,0.0757723311595766,-0.269140012958776,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,volatility_5d,stockvision_ml106,price_technical,0.3253250274601661,0.06953433513360352,-0.20063089471742568,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,CNTP_10,stockvision_ml106,price_technical,0.3194036893554952,0.07120491477347901,-0.26235828428875785,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,vol_ratio_5d,stockvision_ml106,other,0.317761406474247,0.050229267117985366,-0.19032495783733472,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,CNTN_20,stockvision_ml106,price_technical,0.288667457179951,0.053086798479323294,-0.12794114533610312,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,CORD_10,stockvision_ml106,price_technical,0.27099576495451244,0.05274356967883698,-0.22975608455038365,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,CNTD_10,stockvision_ml106,price_technical,0.23791686106466564,0.05041978494935906,-0.3285193836597502,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,margin_ratio,stockvision_ml106,price_technical,0.22072981634528877,0.041830105422884456,-0.21528915946603833,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,short_squeeze_proxy,stockvision_ml106,chip_margin_flow,0.19159094695940046,0.03578813339659637,-0.4432393622213532,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,volatility_20d,stockvision_ml106,price_technical,0.15861162721279515,0.033253543999161916,-0.40730346967219666,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,CNTN_5,stockvision_ml106,price_technical,0.04426895555558226,0.015823058159040837,-0.24260708779307194,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,ma60_bias,stockvision_ml106,price_technical,0.017353031777253433,-0.0022773467132697345,-0.36537032929279756,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,RSQR_5,stockvision_ml106,price_technical,-0.002094991401164653,-0.0008777260292843758,-0.39028614955721086,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,return_10d,stockvision_ml106,price_technical,-0.006058617222609759,-0.014858633306774838,-0.3543467499986809,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,return_5d,stockvision_ml106,price_technical,-0.03920552332232156,-0.011256097664674836,-0.337748082314519,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,short_change_5d,stockvision_ml106,chip_margin_flow,-0.06834086737481498,-0.007409057068620717,-0.27642518798765203,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,KLOW2,stockvision_ml106,price_technical,-0.0798954591632305,0.00626552252793422,-0.13611544288977873,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,KMID2,stockvision_ml106,price_technical,-0.1845538387648053,-0.010255000522836566,-0.20231254343714267,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,IMAX_20,stockvision_ml106,price_technical,-0.18555567055514574,-0.028011827189906247,-0.42147082771102184,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,CNTN_10,stockvision_ml106,price_technical,-0.1956476513973464,-0.025989041496427112,-0.27854834276668183,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,sentiment,stockvision_ml106,sentiment,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,sentiment_3d,stockvision_ml106,sentiment,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,has_sentiment,stockvision_ml106,sentiment,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,market_risk_score,stockvision_ml106,price_technical,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,market_risk_level,stockvision_ml106,price_technical,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,market_return_1d,stockvision_ml106,price_technical,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,market_return_5d,stockvision_ml106,price_technical,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,market_bias_20d,stockvision_ml106,price_technical,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,us_sox_return,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,us_gspc_return,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,us_dxy_return,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,us_hy_spread,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,us_hy_spread_chg,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,us_vix,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,us_sentiment_score,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,advance_ratio,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,bull_alignment_pct,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,revenue_yoy,stockvision_ml106,fundamental_revenue,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,short_ratio,stockvision_ml106,chip_margin_flow,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,margin_change_5d,stockvision_ml106,price_technical,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,retail_pct,stockvision_ml106,chip_margin_flow,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,foreign_consecutive_sell,stockvision_ml106,chip_margin_flow,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,foreign_net_5d_market,stockvision_ml106,chip_margin_flow,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,limit_down_count,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,limit_down_pct,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,adl_value,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,adl_trend_numeric,stockvision_ml106,market_regime,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,sector_encoded,stockvision_ml106,sector_metadata,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,market_cap_bucket,stockvision_ml106,price_technical,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,avg_volume_bucket,stockvision_ml106,sector_metadata,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,sector_peer_return_1d,stockvision_ml106,sector_metadata,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,sector_peer_return_5d,stockvision_ml106,sector_metadata,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,stock_vs_sector,stockvision_ml106,sector_metadata,-0.2328641806973774,-0.007382988729009665,-0.18051310455056135,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,stock_vs_market,stockvision_ml106,other,-0.31471923998086054,-0.030122590969435814,-0.2696602716318982,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
ml106_best_of_high_low,KSFT2,stockvision_ml106,price_technical,-0.7411505153785028,-0.06599961753047667,-0.2194154792034113,0.8490103270223752,self,1,base_contract,base_contract_triage,reserve_or_context_review
finlab701_triage,financial_statement:財務成本,financial_statement,fundamentals,1.919450434494452,0.4499744219426136,-0.14908222061398868,0.9347716447184086,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:營業費用,financial_statement,fundamentals,1.9121527812762096,0.44280343298657154,-0.085244827606064,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:營業毛利,financial_statement,fundamentals,1.8932542998309072,0.4522389516344878,-0.0681530908041984,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:研究發展費,financial_statement,fundamentals,1.8875440231205975,0.6212965835511346,-0.10006986248427974,0.9339410799343554,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:繼續營業單位損益,financial_statement,fundamentals,1.849302078702925,0.4711358100708778,-0.07428056062840815,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:現金及約當現金,financial_statement,fundamentals,1.8460564628397778,0.45120108924726665,-0.09220602615032614,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:資產負債表帳列之現金及約當現金,financial_statement,fundamentals,1.8460564628397778,0.45120108924726665,-0.09220602615032614,0.9364327742865148,financial_statement:現金及約當現金,,,dedupe_duplicate_metric_signature,dedupe_duplicate_metric_signature
finlab701_triage,financial_statement:本期稅前淨利_淨損,financial_statement,fundamentals,1.8452229641114242,0.5050955897135225,-0.06900618485652621,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:稅前淨利,financial_statement,fundamentals,1.8452229641114242,0.5050955897135225,-0.06900618485652621,0.9364327742865148,financial_statement:本期稅前淨利_淨損,,,dedupe_duplicate_metric_signature,dedupe_duplicate_metric_signature
finlab701_triage,financial_statement:繼續營業單位稅前淨利_淨損,financial_statement,fundamentals,1.8452229641114242,0.5050955897135225,-0.06900618485652621,0.9364327742865148,financial_statement:本期稅前淨利_淨損,,,dedupe_duplicate_metric_signature,dedupe_duplicate_metric_signature
finlab701_triage,financial_statement:存貨,financial_statement,fundamentals,1.8323033325679268,0.44958335303642794,-0.12151777577070733,0.8870341832446064,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,margin_transactions:融資使用率,margin_transactions,chips / institutional flow,1.8245900599006757,0.4706876758172851,-0.20194371969744784,0.9086578873634071,,,,drop_or_context_only,drop_or_context_only
finlab701_triage,financial_statement:期末現金及約當現金餘額,financial_statement,fundamentals,1.8243789628718947,0.33616954723761716,-0.07594039088014248,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:本期綜合損益總額,financial_statement,fundamentals,1.8114979591594815,0.34546337715827113,-0.07670002073906534,0.9356022095024616,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:綜合損益歸屬母公司,financial_statement,fundamentals,1.7982423858903214,0.3538047255298187,-0.08978067941564671,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:期初現金及約當現金餘額,financial_statement,fundamentals,1.7832815860095144,0.2834019776035872,-0.07602187744574984,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:管理費用,financial_statement,fundamentals,1.7817344935047414,0.33236068750828696,-0.10802100279118376,0.893540607613177,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:歸屬母公司淨利_損,financial_statement,fundamentals,1.7771338565356072,0.46423619983618036,-0.08118425635699711,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,fundamental_features:歸屬母公司淨利,fundamental_features,fundamentals,1.7771338565356072,0.46423619983618036,-0.08118425635699711,0.9364327742865148,financial_statement:歸屬母公司淨利_損,,,dedupe_duplicate_metric_signature,dedupe_duplicate_metric_signature
finlab701_triage,financial_statement:合約負債_流動,financial_statement,fundamentals,1.772945912791105,0.3548911677989983,-0.09605117243929762,0.7218728735540167,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:其他應付款,financial_statement,fundamentals,1.7719794140553995,0.4819980174288345,-0.09802012873072041,0.9356022095024616,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:當期所得稅資產_流動,financial_statement,fundamentals,1.768004332072324,0.3547959171459887,-0.0903268811920186,0.630291598286835,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:退還_支付_之所得稅,financial_statement,fundamentals,1.7597089377970472,0.4151211260099952,-0.06888926827183206,0.931967738061882,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:合併總損益,financial_statement,fundamentals,1.7524595133205123,0.47790119799478403,-0.07341386157490914,0.9356022095024616,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,fundamental_features:經常稅後淨利,fundamental_features,fundamentals,1.7524595133205123,0.47790119799478403,-0.07341386157490914,0.9356022095024616,financial_statement:合併總損益,,,dedupe_duplicate_metric_signature,dedupe_duplicate_metric_signature
finlab701_triage,financial_statement:營運產生之現金流入_流出,financial_statement,fundamentals,1.751087621094918,0.48306426031393235,-0.08861513195294657,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,fundamental_features:營運現金流,fundamental_features,fundamentals,1.751087621094918,0.48306426031393235,-0.08861513195294657,0.9364327742865148,financial_statement:營運產生之現金流入_流出,,,dedupe_duplicate_metric_signature,dedupe_duplicate_metric_signature
finlab701_triage,financial_statement:籌資活動之淨現金流入_流出,financial_statement,fundamentals,1.741584500215598,0.554458555866465,-0.07052909705968313,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:存貨_增加_減少,financial_statement,fundamentals,1.7198040299760693,0.43344773942236836,-0.13414646476781644,0.8832426049713805,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:營業利益,financial_statement,fundamentals,1.7056696813968741,0.4626030399160628,-0.08361743117279596,0.9356022095024616,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,fundamental_features:營業利益,fundamental_features,fundamentals,1.7056696813968741,0.4626030399160628,-0.08361743117279596,0.9356022095024616,financial_statement:營業利益,,,dedupe_duplicate_metric_signature,dedupe_duplicate_metric_signature
finlab701_triage,financial_statement:取得無形資產,financial_statement,fundamentals,1.6870063897351786,0.37246395777227903,-0.14383803867363076,0.8151693151342914,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:償還長期借款,financial_statement,fundamentals,1.6834842319555585,0.2827267053918867,-0.14542171938815496,0.7480706880678861,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:本期現金及約當現金增加_減少_數,financial_statement,fundamentals,1.6736032628761157,0.38404844480674716,-0.07840115455203256,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:母公司股東權益合計,financial_statement,fundamentals,1.668135514457628,0.3192021954032438,-0.0717774079832878,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:負債及股東權益總額,financial_statement,fundamentals,1.6619538581880453,0.25160431215582335,-0.07241441779753266,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:資產總額,financial_statement,fundamentals,1.6619538581880453,0.25160431215582335,-0.07241441779753266,0.9364327742865148,financial_statement:負債及股東權益總額,,,dedupe_duplicate_metric_signature,dedupe_duplicate_metric_signature
finlab701_triage,fundamental_features:EBITDA,fundamental_features,fundamentals,1.6459020734653853,0.4985845362254546,-0.06863151069109741,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:應付帳款及票據,financial_statement,fundamentals,1.637959399067259,0.48723055026986883,-0.13405013083887096,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:股東權益總額,financial_statement,fundamentals,1.635874884041263,0.3084878473248043,-0.07796648390824845,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,fundamental_features:自由現金流量,fundamental_features,fundamentals,1.635016405388505,0.3963050094537064,-0.07408700649699052,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:營業收入淨額,financial_statement,fundamentals,1.6208340890982769,0.40752770288444284,-0.15612697066044678,0.935496137373414,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:攤銷費用,financial_statement,fundamentals,1.6200957384712291,0.3428206618596292,-0.10359266394245858,0.9050144097986631,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:歸屬非控制權益淨利_損,financial_statement,fundamentals,1.6036256433871467,0.3019339053243304,-0.1340552153401361,0.9314493855821959,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:當期所得稅負債,financial_statement,fundamentals,1.60176098467126,0.4464049647807269,-0.08428157045899065,0.8891476203818597,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,institutional_investors_trading_summary:投信賣出股數,institutional_investors_trading_summary,chips / institutional flow,1.6008129347076119,0.41963919592474475,-0.17259597685428874,0.9168014249689789,,,,keep_as_chip_candidate,keep_as_chip_candidate
finlab701_triage,financial_statement:商譽及無形資產合計,financial_statement,fundamentals,1.5831808394979308,0.3669579638106173,-0.08073130632571801,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:保留盈餘,financial_statement,fundamentals,1.5804426424127214,0.39789304993706076,-0.09831129844271913,0.9364327742865148,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,financial_statement:營業成本,financial_statement,fundamentals,1.5761342059965575,0.4211516505009092,-0.1779771908239255,0.9271904895328824,,,,keep_as_transform_candidate_not_raw_selector,keep_as_transform_candidate_not_raw_selector
finlab701_triage,margin_transactions:融券限額,margin_transactions,chips / institutional flow,1.5671609710865124,0.22300436897653086,-0.08924026034164023,0.9086578873634071,,,,keep_as_chip_candidate,keep_as_chip_candidate
