feature_id,origin_pool,category,source_system,active_pool_status,direction_mode,direction,coverage,cagr,monthly_sharpe,monthly_sortino,max_drawdown,calmar,win_ratio,total_return,benchmark_alpha,benchmark_beta,trade_count,avg_daily_matches,latest_matches,mean_ic_5d,median_ic_5d,ic_ir_5d,ic_obs_days,nearest_ml106_feature,nearest_abs_rank_corr,max_abs_rank_corr_to_strategy95,quality_bucket,selection_note
margin_ratio,ml106,price_technical,stockvision_ml106,candidate,high,1.0,0.8490103270223752,0.041830105422884456,0.22072981634528877,0.44953912715944305,-0.21528915946603833,0.1942882894973996,0.4296875,0.14617233544880204,0.059285537179724936,0.3907007005488041,405.0,10.0,10.0,0.007365367971281414,0.008150899296328762,0.076673094521933,825.0,,,,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
market_bias_20d,ml106,price_technical,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
market_cap_bucket,ml106,price_technical,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
market_return_1d,ml106,price_technical,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
market_return_5d,ml106,price_technical,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
market_risk_level,ml106,price_technical,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
market_risk_score,ml106,price_technical,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
return_3d,ml106,price_technical,stockvision_ml106,candidate,high,1.0,0.8490103270223752,0.07626940108997404,0.3430426247067957,0.701556767731155,-0.2999571493520742,0.2542591788958062,0.38917525773195877,0.2772391391161022,0.13649546885499927,1.3480254854122344,410.0,10.0,10.0,-0.030380253564112898,-0.02701971811689856,-0.32579584436023235,825.0,,,0.7881810293268653,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
return_5d,ml106,price_technical,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.011256097664674836,-0.03920552332232156,-0.074654588361358,-0.337748082314519,-0.03332591654814407,0.3756476683937824,-0.036985299006104255,0.07264353823460605,1.8779052261937266,410.0,10.0,10.0,-0.030274600970103344,-0.029604782191897702,-0.3353810912652275,825.0,,,0.7857827672546255,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
rsi5_dulling,ml106,price_technical,stockvision_ml106,candidate,high,1.0,0.8490103270223752,0.20600276746850787,0.88805152574192,2.0156700143158317,-0.2742616335979161,0.7510903142484986,0.4794871794871795,0.8656360941742214,0.2908458043334051,1.8990211414743852,409.0,10.0,10.0,-0.014983518302025453,-0.014390478455860434,-0.2713234656901237,822.0,,,,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
volatility_20d,ml106,price_technical,stockvision_ml106,candidate,low,-1.0,0.8490103270223752,0.033253543999161916,0.15861162721279515,0.30571030521530035,-0.40730346967219666,0.08164115963541338,0.4652956298200514,0.1150593934695272,0.14121453970507686,2.4164648140380494,410.0,10.0,10.0,-0.011327749917532002,-0.013791822935768808,-0.17227693799393462,825.0,,,,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
volatility_5d,ml106,price_technical,stockvision_ml106,candidate,low,-1.0,0.8490103270223752,0.06953433513360352,0.3253250274601661,0.6994171487288614,-0.20063089471742568,0.34656112968162744,0.4496124031007752,0.25082304652289245,0.1624028388647208,2.078653222223951,410.0,10.0,10.0,-0.015947277093648887,-0.0186442997262477,-0.24340925104204583,825.0,,,,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
vwap_bias,ml106,price_technical,stockvision_ml106,candidate,low,-1.0,0.8490103270223752,0.18588449688107245,0.6548278124557457,1.4860235652965734,-0.4514600864499013,0.4117315907743971,0.44587628865979384,0.7640215904397363,0.27861087894989334,2.075472147484822,410.0,10.0,10.0,-0.022682625240283836,-0.020077434080084083,-0.20636141126673493,825.0,,,,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
avg_volume_bucket,ml106,sector_metadata,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
sector_encoded,ml106,sector_metadata,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
sector_peer_return_1d,ml106,sector_metadata,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
sector_peer_return_5d,ml106,sector_metadata,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
stock_vs_sector,ml106,sector_metadata,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
has_sentiment,ml106,sentiment,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
sentiment,ml106,sentiment,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
sentiment_3d,ml106,sentiment,stockvision_ml106,candidate,high,1.0,0.8490103270223752,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,,,,0.0,,,0.7671604081610365,candidate_after_cross_pool_dedupe,best_of_high_low_in_sample_research_only
tech_bullish_streak_5,strategy95,event,alphabuilderstw,candidate,high,1.0,1.0,0.11745406563638427,0.627464809272618,1.1947308259389622,-0.19946566022387324,0.5888140212423137,0.4315245478036176,0.4473298904943508,0.22057111555452827,2.3080439488846736,409.0,10.0,10.0,-0.013881285033494234,-0.016674856625536444,-0.1962820853845855,825.0,CNTP_5,0.5944209378532728,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
tech_disposal_active,strategy95,event,alphabuilderstw,candidate,low,-1.0,1.0,0.04711580003232285,0.22335009573275666,0.5777314250014874,-0.46121354860711583,0.1021539341922403,0.3943298969072165,0.165646673665806,0.09698180995530047,1.1161388203901657,408.0,10.0,10.0,-0.003577431567739164,-0.0008823458835743716,-0.06410927896292128,795.0,BETA_20,0.10985690460566265,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
tech_gap_down,strategy95,event,alphabuilderstw,candidate,high,1.0,1.0,0.0031807753869328437,-0.13270302829605743,-0.28777958405791776,-0.1522391503479512,0.020891908950975938,0.43444730077120824,0.0106288047309262,0.03192534046495331,0.6433826369578192,400.0,10.0,10.0,0.0059718123397527936,0.005558588304901978,0.1355615241964325,820.0,return_1d,0.18081403293830364,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
tech_gap_up,strategy95,event,alphabuilderstw,candidate,high,1.0,1.0,0.12280510767649733,0.5839469258395621,1.117722785166939,-0.2632860921532625,0.4664144715258952,0.4490861618798956,0.47053266672553806,0.22503522272356385,2.2881919005195273,410.0,10.0,10.0,-0.0070815097748843535,-0.008330741543223653,-0.14349675600314174,821.0,return_1d,0.22800646969699398,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
tech_limit_down_count_10,strategy95,event,alphabuilderstw,candidate,low,-1.0,1.0,0.14123231593221242,0.48916228194607214,1.45613246202545,-0.46414766693940523,0.3042765982160324,0.4418604651162791,0.5524272143137225,0.25690173526941285,2.5890005928617366,408.0,10.0,10.0,0.0075002017321804445,0.013949038629083416,0.10132595335691592,825.0,atr14,0.1320093151526811,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
tech_limit_up_streak_10,strategy95,event,alphabuilderstw,candidate,low,-1.0,1.0,0.19598680087708042,0.6727689530063008,1.559083751913212,-0.3761747692549413,0.5209854754759082,0.4418604651162791,0.8145492110879915,0.27846763671916674,1.8461485682086034,409.0,10.0,10.0,0.026331679708559236,0.025516623936800896,0.2800478054047546,825.0,KLEN,0.3329485864459929,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
tech_locked_open_down_10,strategy95,event,alphabuilderstw,candidate,low,-1.0,1.0,0.02328998020436579,0.09526026195054785,0.20412336658889965,-0.219070377861193,0.1063079242045222,0.4315245478036176,0.0796624810870814,0.07393297066235871,1.1335297874869388,409.0,10.0,10.0,0.007954923747138052,0.015149607644940118,0.1220347888953272,516.0,BETA_10,0.06851037100747308,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
tech_locked_open_up_10,strategy95,event,alphabuilderstw,candidate,high,1.0,1.0,0.13671178997798816,0.673262592113276,1.5563298340511933,-0.1729674037731911,0.7903447906828651,0.4444444444444444,0.532049055689197,0.1394384540167603,0.061030260663247966,410.0,10.0,10.0,0.00483954471717201,0.0038900240647124105,0.0978724431017331,804.0,keltner_position,0.08536919709879147,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
l1_bbBandwidthPct,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,0.8289877116439178,0.2581690348360681,0.8111671035415022,2.233431485089618,-0.37395649218906424,0.6903533878793263,0.47164948453608246,1.1480960790780097,0.34365523557324973,1.9134169226254658,409.0,10.0,10.0,-0.028956061523209484,-0.02899464921420597,-0.1595887403079285,825.0,KLEN,0.5959180308267602,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
l1_bestFvgStrength,strategy95,l1_signal,stockvision_l1,candidate,,,,0.22072000497616395,0.8621606092076173,,-0.43575370868060626,,,,,,,,,-0.017576255853314408,-0.01993135261714261,-0.2760847109459976,825.0,ma5_bias,0.4377957698172054,,watch_or_strategy_only,
l1_bestOrderBlockStrength,strategy95,l1_signal,stockvision_l1,candidate,,,,0.19517829744639892,0.7267270117603629,,-0.3869671022841906,,,,,,,,,-0.02856489232809008,-0.0277581160664094,-0.3443934549027324,825.0,return_1d,0.8296635476515916,,dedupe_or_keep_as_alias,
l1_bosBullish,strategy95,l1_signal,stockvision_l1,candidate,,,,0.17162817296048094,0.7045782888724512,,-0.33474138483264426,,,,,,,,,-0.005600198944839038,-0.005573863805270413,-0.103180745996668,823.0,bb_position,0.34183706180786144,,watch_or_strategy_only,
l1_brokerConcentration,strategy95,l1_signal,stockvision_l1,candidate,low,-1.0,0.8485880398671096,0.2412580376394189,1.0879448112873897,2.721467638437736,-0.12199953176301293,1.9773704083057226,0.4282051282051282,1.0534687997932801,0.2963832162396644,1.2338535188941286,410.0,10.0,10.0,0.0032956692587014958,0.003959598989130045,0.047386594104734406,825.0,return_1d,0.5565778675876174,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
l1_brokerCount,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,1.0,-0.007382988729009665,-0.2328641806973774,-0.4700562557686208,-0.18051310455056135,-0.04089774961155634,0.4329896907216495,-0.024368989286035703,0.022051275735841022,0.6588200112580594,400.0,10.0,10.0,-0.0008362815821029688,-0.004830661971683355,-0.027034697181563944,44.0,sentiment,0.7671604081610365,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
l1_brokerNetAmount5d,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,0.8431543449545691,0.5359888894284226,1.5373269992968763,4.785486535684062,-0.13587906321826781,3.944312196541573,0.5666666666666667,3.173766286129938,0.6064151965373744,1.5763349717058495,408.0,10.0,10.0,-0.007521262249676595,-0.007895165005922666,-0.09610040970497245,825.0,chip_5d,0.49470245400300444,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
l1_chochBullish,strategy95,l1_signal,stockvision_l1,candidate,,,,0.01644974243909081,0.015348571101190329,,-0.1697384952176756,,,,,,,,,-0.011856399098572544,-0.01202966631115823,-0.2665103314801697,824.0,return_1d,0.2787945926617755,,watch_or_strategy_only,
l1_closeAboveMa60Pct,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,0.8053676500020014,0.3440435366918029,1.067961044854322,2.8414446104730273,-0.401804020127302,0.8562258145766134,0.49230769230769234,1.6761909086150673,0.4591701724914588,2.576851600426647,404.0,10.0,10.0,-0.017697676680799728,-0.01285078021020954,-0.12741509697979464,825.0,BETA_60,0.7838344356715108,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
l1_dealerNet5d,strategy95,l1_signal,stockvision_l1,candidate,,,,0.28759869154607864,0.9663586985555359,,-0.20927158948899727,,,,,,,,,-0.011429904564612464,-0.010078562301960426,-0.19501293853574073,825.0,dealer_5d,0.9895535315735161,,dedupe_or_keep_as_alias,
l1_diTrend,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,0.9445332826321899,0.15262365115076904,0.6174369249706447,1.2223991664627571,-0.28865735159885164,0.5287180912750515,0.43410852713178294,0.6046183429663898,0.23934673298822146,1.9411017326664493,410.0,10.0,10.0,-0.027199473141347547,-0.024437433407978024,-0.2583902022531272,825.0,keltner_position,0.8119909301722285,,dedupe_or_keep_as_alias,best_of_high_low_in_sample_research_only
l1_displacementPct,strategy95,l1_signal,stockvision_l1,candidate,,,,0.19916545716124046,0.6970229370663152,,-0.41802488006106453,,,,,,,,,-0.028612316377270106,-0.029054276733488378,-0.33103179261305543,825.0,return_1d,0.8325779071555237,,dedupe_or_keep_as_alias,
l1_eps,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,0.9356022095024616,0.40860573862387484,1.3845698183864072,4.137701528667426,-0.11674979841497535,3.499541316195592,0.5846153846153846,2.128627076560938,0.5103661127811048,2.2776778039739822,400.0,10.0,10.0,0.04367495258230366,0.04463068343223417,0.43612105475452506,825.0,bb_lower_raw,0.6914059217426676,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
l1_foreignTrustNet5d,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,1.0,0.2778934779102269,1.1059848574008482,2.84503497462206,-0.1854507422089472,1.4983951568420955,0.5,1.2622720450866924,0.3816739741248475,2.3228937066231645,409.0,10.0,10.0,0.00019532907842735887,-0.0030415346307901703,0.0031227385898031424,825.0,chip_5d,0.7178817238345216,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
l1_liquiditySweepBullish,strategy95,l1_signal,stockvision_l1,candidate,,,,0.0004600562407381936,-0.1536342879135669,,-0.15875703931722862,,,,,,,,,-0.0049869237405415386,-0.004595111482842066,-0.1341656828968806,764.0,IMIN_20,0.16659661369826137,,watch_or_strategy_only,
l1_macdHist,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,0.947664411800024,0.3453814958387902,1.1774862330876956,2.8867414283006934,-0.27315797770802974,1.2643557225728135,0.5564102564102564,1.6850705082203365,0.4396113566337919,2.109124147604997,408.0,10.0,10.0,-0.021495125567087565,-0.025131444632979574,-0.20864217863035103,825.0,macdHist,0.9927766666882388,,dedupe_or_keep_as_alias,best_of_high_low_in_sample_research_only
l1_monthlyRevenueMoM,strategy95,l1_signal,stockvision_l1,candidate,low,-1.0,0.9602069407196894,0.1763540220515194,0.8110513446759969,1.5461506205556357,-0.26102921807569235,0.6755843943739627,0.46649484536082475,0.7172642218424286,0.3056882536237156,2.894856774905965,405.0,10.0,10.0,0.005117606036915116,0.0003314645213743748,0.09980041178059183,825.0,BETA_20,0.1349519412700503,,candidate_add_to_shared_pool,best_of_high_low_in_sample_research_only
l1_monthlyRevenueYoY,strategy95,l1_signal,stockvision_l1,candidate,low,-1.0,0.959682584157227,0.06930578083942396,0.29907959319454097,0.7237163696678887,-0.420342003431565,0.16487558111687986,0.45219638242894056,0.24993338298440282,0.18622814264617088,2.61704490064045,408.0,10.0,10.0,0.024659111490249887,0.022372288163264,0.3491532473719861,825.0,atr14,0.19582269214518014,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
l1_return20d,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,0.8445212744666373,0.3375485600178736,0.9887146507623726,2.6384851859821206,-0.35376549742919805,0.9541321048822156,0.4793814432989691,1.633377589932218,0.40251103613815786,1.4540393662639488,406.0,10.0,10.0,-0.022857431844817755,-0.016584278764726443,-0.17970332116719742,825.0,BETA_20,0.8792724664099762,,dedupe_or_keep_as_alias,best_of_high_low_in_sample_research_only
l1_revenueGrowthYoY,strategy95,l1_signal,stockvision_l1,candidate,low,-1.0,0.9201497017972221,0.23100948133828192,1.0425263126340159,2.7067520058992094,-0.23880146019956772,0.9673299645889443,0.4781491002570694,0.9975637260962753,0.27243807982897117,0.9272862842091731,400.0,10.0,10.0,0.009590999114419211,0.006877238533850559,0.13795904430327585,825.0,atr14,0.18203234428723875,,candidate_add_to_shared_pool,best_of_high_low_in_sample_research_only
l1_roe,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,0.9356022095024616,0.2579724372223331,1.1161568721072126,2.595308589036329,-0.2526233467640566,1.0211337518449726,0.48195876288659795,1.1469788113144306,0.3647799080631645,2.390645746416765,400.0,10.0,10.0,0.0426630777786274,0.04208944271035881,0.44643403740362897,825.0,bb_lower_raw,0.5736858947838348,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
l1_sectorFlowCore,strategy95,l1_signal,stockvision_l1,candidate,,,,0.13771475972224922,0.5652181263630363,,-0.3375022281473006,,,,,,,,,0.0032061329011344878,0.0032480327360204213,0.028008006550383643,825.0,BETA_20,0.21419709422419705,,watch_or_strategy_only,
l1_sectorRsMomentum,strategy95,l1_signal,stockvision_l1,candidate,,,,0.0993444492738027,0.40874300189475765,,-0.2808946203511986,,,,,,,,,0.006739977157263381,0.004556628692253888,0.05339448799680744,825.0,RESI_60,0.2420664049552377,,watch_or_strategy_only,
l1_sectorRsRatio,strategy95,l1_signal,stockvision_l1,candidate,,,,0.17180979648353167,0.6504335362888203,,-0.20556435180998212,,,,,,,,,0.0019576140875787957,0.0030882126042391243,0.0135951420561095,825.0,BETA_20,0.29265120894891294,,watch_or_strategy_only,
l1_sectorTurnoverShareDelta,strategy95,l1_signal,stockvision_l1,candidate,,,,0.3127320120090402,0.9917632013181301,,-0.26047602392305613,,,,,,,,,-0.0022011811953322777,-0.005159364983943059,-0.024358448363902115,825.0,vol_ratio_20d,0.1295867444913366,,candidate_add_to_shared_pool,
l1_smcBiasBearish,strategy95,l1_signal,stockvision_l1,candidate,,,,-0.026272108172855524,-0.3582680611264985,,-0.24588176207141688,,,,,,,,,-0.015909384224597457,-0.014718790920613947,-0.1898437883822213,825.0,keltner_position,0.7192005331249034,,watch_or_strategy_only,
l1_smcBullishScore,strategy95,l1_signal,stockvision_l1,candidate,,,,0.15461711495692287,0.6122549707943886,,-0.3955482743982903,,,,,,,,,-0.024958347213680725,-0.024613098923573478,-0.3104007552917828,825.0,return_1d,0.8231868660699817,,dedupe_or_keep_as_alias,
l1_smcNetScore,strategy95,l1_signal,stockvision_l1,candidate,,,,0.17633597643335297,0.691110936044398,,-0.34998328865962214,,,,,,,,,-0.02608234682513816,-0.025440104985343732,-0.3050551655551131,825.0,bb_position,0.6868714942377556,,watch_or_strategy_only,
l1_squeezeMomentum,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,0.8289877116439178,0.3906774443259633,1.188171267230388,2.8764207139730864,-0.2912762303621763,1.3412149411944636,0.5743589743589743,1.9980106447763522,0.482526878509849,2.055843635411221,404.0,10.0,10.0,-0.026841176628363144,-0.026722166382026562,-0.22957509147580663,825.0,keltner_position,0.8321332196172305,,dedupe_or_keep_as_alias,best_of_high_low_in_sample_research_only
l1_squeezeRelease,strategy95,l1_signal,stockvision_l1,candidate,high,1.0,1.0,0.029339244609447812,0.1320163249176404,0.2928602128740278,-0.25110551977135387,0.11683564853403657,0.45384615384615384,0.10105799551134842,0.07737934181670911,1.07526985838974,410.0,10.0,10.0,-0.003538213802032142,-0.004803630758728923,-0.09738265969190162,820.0,RSQR_5,0.07494465589526432,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
l1_volumeExpansion20,strategy95,l1_signal,stockvision_l1,candidate,low,-1.0,0.8472741464195653,0.06909922643270439,0.298814288574921,0.707109879850808,-0.2635652773901642,0.2621612585099112,0.4120734908136483,0.24912973647223868,0.10879433606870859,0.888486023101133,410.0,10.0,10.0,-0.016374917308569815,-0.018418416823685276,-0.23987534164020763,825.0,vol_ratio_20d,0.5384971612540156,,watch_or_strategy_only,best_of_high_low_in_sample_research_only
l1_volumeMomentumDivergence132710,strategy95,l1_signal,stockvision_l1,candidate,,,,0.3074725540938874,1.078882463302884,,-0.2974471905913657,,,,,,,,,-0.015034067710406388,-0.01694307571153926,-0.216661826650271,825.0,vol_ratio_20d,0.3147536889523992,,candidate_add_to_shared_pool,
mom_12m_1m,strategy95,momentum,alphabuilderstw,candidate,high,1.0,0.8209282311972141,0.29879493958237147,0.9160370129142429,1.9873390727541285,-0.25733987660329893,1.161045591029987,0.4754521963824289,1.3878241505522761,0.4365659695397906,3.0836955894029887,403.0,10.0,10.0,0.012758555552196243,0.015020109709572684,0.10633014907979685,825.0,atr14,0.3160386373306422,,candidate_add_to_shared_pool,best_of_high_low_in_sample_research_only
mom_9m,strategy95,momentum,alphabuilderstw,candidate,high,1.0,0.8265960853380299,0.4147093054117248,1.1693406421677548,2.9091223149101686,-0.34427272296801537,1.204560315535358,0.5090439276485789,2.1739879772530033,0.5787302603812883,3.6712413020766026,401.0,10.0,10.0,-0.0007287269651931009,0.002833303320089991,-0.0054823705671102315,825.0,BETA_60,0.46416063121149725,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
mom_close_to_52w_high,strategy95,momentum,alphabuilderstw,candidate,high,1.0,0.7389965176319897,0.2675524819928632,1.197084833838478,3.3810852067715005,-0.23903821719133767,1.1192406500095764,0.5128205128205128,1.2018968755075838,0.3280768650934911,1.3547026053040834,410.0,10.0,10.0,0.029051965857742987,0.03545502422800837,0.19860711397816286,825.0,BETA_60,0.5199344835863662,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
mom_hl52,strategy95,momentum,alphabuilderstw,candidate,high,1.0,0.7389965176319897,0.4028287727256945,1.5289672019025116,4.279099795341095,-0.26652248227267306,1.5113684054222893,0.5205128205128206,2.0861130740525393,0.46253036390504526,1.336286253046127,410.0,10.0,10.0,0.008560041936923373,0.00842240156858704,0.06597729273382388,825.0,BETA_60,0.6059725805691121,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
mom_ma50_200_ratio,strategy95,momentum,alphabuilderstw,candidate,high,1.0,0.7528079093783773,0.33822672840206036,1.152921352619967,2.267133026415569,-0.40857744267535434,0.827795211197424,0.5025641025641026,1.637825345312629,0.527740294514097,4.241836241859711,403.0,10.0,10.0,0.009398449083652049,0.00918511979343855,0.07349246663612247,825.0,BETA_60,0.47774504551906755,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
mom_macd_trend_10,strategy95,momentum,alphabuilderstw,candidate,high,1.0,0.947664411800024,0.505871526589152,1.4511224098652704,4.0507241612947125,-0.24251694478596542,2.085836388346842,0.5666666666666667,2.9074755587371173,0.5798937504545802,1.6568215053786735,403.0,10.0,10.0,-0.004295178043695222,0.0015891490769857283,-0.034320396818844495,825.0,BETA_60,0.7535222482621335,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
mom_reversal_1m,strategy95,momentum,alphabuilderstw,candidate,low,-1.0,0.8443911860064844,0.32617486216654656,1.0945167853227635,2.5245929279648207,-0.2520266081982223,1.2941566881824398,0.47680412371134023,1.559562926714983,0.37727227381226885,1.1437009868513144,405.0,10.0,10.0,0.02252116697656678,0.015070573711560642,0.17458545535276715,825.0,BETA_20,0.8504360426556363,,dedupe_or_keep_as_alias,best_of_high_low_in_sample_research_only
mom_reversal_6m,strategy95,momentum,alphabuilderstw,candidate,low,-1.0,0.8327812912780691,0.40353876361628194,1.2480471019436454,2.8650100923582054,-0.32679083735846615,1.2348155741524076,0.5076923076923077,2.09131613919382,0.5489201715005981,3.2540368349762865,403.0,10.0,10.0,0.004860795599460537,-0.00021111634335936052,0.03761506216513934,825.0,BETA_60,0.5792697485404481,,keep_but_cluster_with_ml_neighbor,best_of_high_low_in_sample_research_only
mom_rsi_14,strategy95,momentum,alphabuilderstw,candidate,high,1.0,0.8330084457431053,0.25128846984140374,0.8975416619857337,2.5407085493785657,-0.26615605575060464,0.9441041200116776,0.4524421593830334,1.109235070791804,0.34924114594935807,2.1924510209270838,410.0,10.0,10.0,-0.016680265262073793,-0.018327034845303253,-0.16651300616242395,825.0,rsi14,0.9993928476854859,,dedupe_or_keep_as_alias,best_of_high_low_in_sample_research_only
