feature_id,origin_pool,category,recommended_status,recommended_pool,reasons,monthly_sharpe,cagr,max_drawdown,mean_ic_5d,coverage,nearest_feature,nearest_abs_rank_corr
l1_sectorFlowCore,strategy95,l1_signal,watch_not_selector,context_or_secondary_evidence,missing_pairwise_panel,0.5652181263630363,0.13771475972224922,-0.3375022281473006,0.0032061329011344878,,,
l1_sectorRsMomentum,strategy95,l1_signal,watch_not_selector,context_or_secondary_evidence,missing_pairwise_panel,0.40874300189475765,0.0993444492738027,-0.2808946203511986,0.006739977157263381,,,
l1_sectorRsRatio,strategy95,l1_signal,watch_not_selector,context_or_secondary_evidence,missing_pairwise_panel,0.6504335362888203,0.17180979648353167,-0.20556435180998212,0.0019576140875787957,,,
l1_sectorTurnoverShareDelta,strategy95,l1_signal,watch_not_selector,context_or_secondary_evidence,missing_pairwise_panel,0.9917632013181301,0.3127320120090402,-0.26047602392305613,-0.0022011811953322777,,,
l1_smcBiasBearish,strategy95,l1_signal,watch_not_selector,context_or_secondary_evidence,negative_sharpe_and_cagr,-0.3582680611264985,-0.026272108172855524,-0.24588176207141688,-0.015909384224597457,,,0.0
l1_smcBullishScore,strategy95,l1_signal,watch_not_selector,context_or_secondary_evidence,missing_pairwise_panel,0.6122549707943886,0.15461711495692287,-0.3955482743982903,-0.024958347213680725,,,
l1_smcNetScore,strategy95,l1_signal,watch_not_selector,context_or_secondary_evidence,missing_pairwise_panel,0.691110936044398,0.17633597643335297,-0.34998328865962214,-0.02608234682513816,,,
l1_squeezeRelease,strategy95,l1_signal,watch_not_selector,context_or_secondary_evidence,weak_ic_and_weak_backtest,0.1320163249176404,0.029339244609447812,-0.25110551977135387,-0.003538213802032142,1.0,l1_bbBandwidthPct,0.07587989
l1_volumeMomentumDivergence132710,strategy95,l1_signal,watch_not_selector,context_or_secondary_evidence,missing_pairwise_panel,1.078882463302884,0.3074725540938874,-0.2974471905913657,-0.015034067710406388,,,
mom_12m_1m,strategy95,momentum,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.9160370129142429,0.29879493958237147,-0.25733987660329893,0.012758555552196243,0.8209282311972141,mom_vol_adj_12m,0.91759594
mom_9m,strategy95,momentum,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,1.1693406421677548,0.4147093054117248,-0.34427272296801537,-0.0007287269651931009,0.8265960853380299,mom_ma50_200_ratio,0.85977749
mom_ma50_200_ratio,strategy95,momentum,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,1.152921352619967,0.33822672840206036,-0.40857744267535434,0.009398449083652049,0.7528079093783773,mom_reversal_6m,0.87284352
mom_reversal_1m,strategy95,momentum,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,1.0945167853227635,0.32617486216654656,-0.2520266081982223,0.02252116697656678,0.8443911860064844,l1_return20d,0.96140612
mom_reversal_6m,strategy95,momentum,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,1.2480471019436454,0.40353876361628194,-0.32679083735846615,0.004860795599460537,0.8327812912780691,mom_ma50_200_ratio,0.87284352
mom_rsi_14,strategy95,momentum,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.8975416619857337,0.25128846984140374,-0.26615605575060464,-0.016680265262073793,0.8330084457431053,tech_cmo_14,0.99999987
mom_vol_adj_12m,strategy95,momentum,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,1.1214955568904736,0.3785676808036287,-0.3517698750706202,0.008617848802879415,0.8208061481807629,mom_12m_1m,0.91759594
tech_bbands_pctb_20,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.7211268094531443,0.1483565003945191,-0.2774755313148214,-0.025125465225420657,0.8289877116439178,tech_cci_20,0.97674055
tech_bbi,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.7150483335457578,0.20478812545363967,-0.4271951670893068,-0.039384848132628644,0.8260947444262098,tech_ema_12_pos,0.99632791
tech_bias_20,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.7552470944805161,0.22407244983492536,-0.34984646541159825,0.03349804841805848,0.8289877116439178,tech_sma_20_pos,0.99999999
tech_cci_20,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.3836270479507817,0.08164126697477925,-0.3320337482414141,-0.019377130117994135,0.8289877116439178,tech_bbands_pctb_20,0.97674055
tech_cmo_14,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.8975416619857337,0.25128846984140374,-0.26615605575060464,-0.016679944600498108,0.8330084457431053,mom_rsi_14,0.99999987
tech_donchian_pos_20,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.7201120131520315,0.16447903686554644,-0.2987998649049671,-0.018193219221246136,0.8289877116439178,tech_williams_r_14,0.92179543
tech_ema_12_pos,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.6141508501251196,0.16782812941038738,-0.4025913183680675,-0.03928779210510085,0.8490103270223752,tech_bbi,0.99632791
tech_kd9_k,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.8913395764266677,0.24764986099318276,-0.29677640641030145,-0.012073761323824895,0.9459292318776769,tech_slow_kd_14,0.91050425
tech_kdj_j_9,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.4654677122550752,0.09557018423482178,-0.3294456446489902,-0.022252550501434633,0.9459292318776769,tech_kd9_k,0.88732543
tech_keltner_pos_20,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.7894125839684943,0.20920568958063046,-0.30068196132273295,-0.028257118209128525,0.8468638674298523,tech_bbands_pctb_20,0.92855526
tech_ma_convergence,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.9387769012180501,0.3011333711795743,-0.2854939826861511,0.01772603473902206,0.8431543449545691,l1_bbBandwidthPct,0.86924211
tech_mfi_14,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.2924981361312414,0.06507907399689938,-0.31583371547724903,0.021913024991509725,0.8509546491614298,mom_rsi_14,0.79645662
tech_psy_12,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.6253978651336378,0.14714326068579986,-0.2663557794285386,0.008930668763483758,1.0,CNTP_20,0.77294445
tech_roc_10,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.9392148828886947,0.3084463429562492,-0.38635927937256054,-0.02591106281862681,0.8457591161990153,tech_mtm_10,0.913223
tech_sar,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.49671730486589166,0.12815455780786067,-0.40807543672903424,-0.02242895186482997,0.8490103270223752,tech_ema_12_pos,0.7642686
tech_slow_kd_14,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.9438016326041682,0.26862202670030144,-0.19637071913224202,-0.008466635073151298,0.9445332826321899,tech_kd9_k,0.91050425
tech_sma_20_pos,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.7552470944805161,0.22407244983492536,-0.34984646541159825,-0.0334980484653778,0.8289877116439178,tech_bias_20,0.99999999
tech_tower_3,strategy95,technical,watch_not_selector,context_or_secondary_evidence,negative_sharpe_and_cagr,-0.24389357636612888,-0.008951814697217952,-0.18950121981437784,-0.02050347039087278,1.0,vol_money_flow_5d,0.63036622
tech_williams_r_14,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.7951330771405977,0.16983394282918218,-0.23844046513175532,0.01955197803203668,0.8338760357042789,tech_donchian_pos_20,0.92179543
tech_wma_10_pos,strategy95,technical,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.4601214333632537,0.1193516920869575,-0.3858439633969256,-0.041090535300176596,0.8376425969659368,tech_ema_12_pos,0.90353271
val_dp,strategy95,valuation,watch_not_selector,context_or_secondary_evidence,negative_sharpe_and_cagr,-0.24462121814906826,-0.023108074953934632,-0.310270422703245,0.04901782818173527,0.925147100028019,val_ep,0.59953029
val_ep,strategy95,valuation,watch_not_selector,context_or_secondary_evidence,negative_sharpe_and_cagr,-0.08193908357286125,-0.010406964036830835,-0.2659061976666982,0.042830602459496964,0.9080224552695834,val_dp,0.59953029
liq_amihud_21d,strategy95,volatility,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,1.389453776642602,0.42296855225624563,-0.20473979659687314,-0.017234238980589386,0.8281331305287596,size_log_mktcap,0.85327785
vola_realized_12m,strategy95,volatility,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.5040569206537991,0.11568838496100198,-0.2570640094069787,0.042281460175741956,0.9223251811231638,vola_realized_1m,0.79516555
vola_realized_1m,strategy95,volatility,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.31836370526083163,0.07481867089007044,-0.39786993149487104,0.0394532361551591,0.9452958011447784,l1_bbBandwidthPct,0.82980262
vol_money_flow_5d,strategy95,volume,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,0.8227079951340446,0.24059171286290826,-0.3923730724729291,0.02842568873514042,0.8431543449545691,tech_wma_10_pos,0.85042464
vol_share_turnover_21d,strategy95,volume,watch_not_selector,context_or_secondary_evidence,duplicate_cluster_weaker_than_leader,1.3185243687799915,0.45930590670112625,-0.30900958905155307,0.022877627495641394,0.8250710483128527,VSTD_20,0.76240144
