feature_id,origin_pool,category,selector_role,recommended_status,materializer_status,quality_score,monthly_sharpe,cagr,max_drawdown,mean_ic_5d,coverage,nearest_feature,nearest_abs_rank_corr,nearest_rank_corr,duplicate_level,high_duplicate_cluster_id,high_duplicate_cluster_leader,related_cluster_id,related_cluster_leader,preferred_feature_id,similarity_status
l1_sectorRsRatio,strategy95,l1_signal,evidence_watch,watch_not_selector,materialized,0.402201,0.6504335362888203,0.17180979648353167,-0.20556435180998212,0.0019576140875787957,,l1_sectorFlowCore,0.70014045,0.70014045,related_cluster,44,l1_sectorRsRatio,2,l1_sectorRsRatio,l1_sectorRsRatio,measured
l1_sectorTurnoverShareDelta,strategy95,l1_signal,evidence_watch,watch_not_selector,materialized,0.494306,0.9917632013181301,0.3127320120090402,-0.26047602392305613,-0.0022011811953322777,,l1_sectorRsMomentum,0.1616662,0.1616662,independent_candidate,45,l1_sectorTurnoverShareDelta,13,l1_sectorTurnoverShareDelta,l1_sectorTurnoverShareDelta,measured
l1_smcBiasBearish,strategy95,l1_signal,evidence_watch,watch_not_selector,materialized,0.187085,-0.3582680611264985,-0.026272108172855524,-0.24588176207141688,-0.015909384224597457,,l1_smcNetScore,0.75040896,0.75040896,related_cluster,46,l1_smcBiasBearish,1,size_log_mktcap,l1_smcBiasBearish,measured
l1_smcBullishScore,strategy95,l1_signal,evidence_watch,watch_not_selector,materialized,0.365532,0.6122549707943886,0.15461711495692287,-0.3955482743982903,-0.024958347213680725,,l1_displacementPct,0.97143443,0.97143443,high_duplicate,6,l1_bestOrderBlockStrength,1,size_log_mktcap,l1_bestOrderBlockStrength,measured
l1_smcNetScore,strategy95,l1_signal,evidence_watch,watch_not_selector,materialized,0.419174,0.691110936044398,0.17633597643335297,-0.34998328865962214,-0.02608234682513816,,l1_smcBiasBearish,0.75040896,0.75040896,related_cluster,47,l1_smcNetScore,1,size_log_mktcap,l1_smcNetScore,measured
l1_squeezeRelease,strategy95,l1_signal,evidence_watch,watch_not_selector,materialized,0.328474,0.1320163249176404,0.029339244609447812,-0.25110551977135387,-0.003538213802032142,1.0,l1_bosBullish,0.12127297,0.12127297,independent_candidate,48,l1_squeezeRelease,14,l1_squeezeRelease,l1_squeezeRelease,measured
l1_volumeMomentumDivergence132710,strategy95,l1_signal,evidence_watch,watch_not_selector,materialized,0.533847,1.078882463302884,0.3074725540938874,-0.2974471905913657,-0.015034067710406388,,l1_volumeExpansion20,0.49852121,0.49852121,related_cluster,50,l1_volumeMomentumDivergence132710,1,size_log_mktcap,l1_volumeMomentumDivergence132710,measured
mom_12m_1m,strategy95,momentum,evidence_watch,watch_not_selector,materialized,0.598464,0.9160370129142429,0.29879493958237147,-0.25733987660329893,0.012758555552196243,0.8209282311972141,mom_vol_adj_12m,0.91759594,0.91759594,high_duplicate,2,mom_hl52,1,size_log_mktcap,mom_hl52,measured
mom_9m,strategy95,momentum,evidence_watch,watch_not_selector,materialized,0.600355,1.1693406421677548,0.4147093054117248,-0.34427272296801537,-0.0007287269651931009,0.8265960853380299,mom_ma50_200_ratio,0.85977749,0.85977749,high_duplicate,2,mom_hl52,1,size_log_mktcap,mom_hl52,measured
mom_ma50_200_ratio,strategy95,momentum,evidence_watch,watch_not_selector,materialized,0.551163,1.152921352619967,0.33822672840206036,-0.40857744267535434,0.009398449083652049,0.7528079093783773,mom_reversal_6m,0.87284352,-0.87284352,high_duplicate,2,mom_hl52,1,size_log_mktcap,mom_hl52,measured
mom_reversal_1m,strategy95,momentum,evidence_watch,watch_not_selector,materialized,0.683498,1.0945167853227635,0.32617486216654656,-0.2520266081982223,0.02252116697656678,0.8443911860064844,l1_return20d,0.96140612,-0.96140612,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
mom_reversal_6m,strategy95,momentum,evidence_watch,watch_not_selector,materialized,0.634873,1.2480471019436454,0.40353876361628194,-0.32679083735846615,0.004860795599460537,0.8327812912780691,mom_ma50_200_ratio,0.87284352,-0.87284352,high_duplicate,2,mom_hl52,1,size_log_mktcap,mom_hl52,measured
mom_rsi_14,strategy95,momentum,evidence_watch,watch_not_selector,materialized,0.584576,0.8975416619857337,0.25128846984140374,-0.26615605575060464,-0.016680265262073793,0.8330084457431053,tech_cmo_14,0.99999987,0.99999987,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
mom_vol_adj_12m,strategy95,momentum,evidence_watch,watch_not_selector,materialized,0.600446,1.1214955568904736,0.3785676808036287,-0.3517698750706202,0.008617848802879415,0.8208061481807629,mom_12m_1m,0.91759594,0.91759594,high_duplicate,2,mom_hl52,1,size_log_mktcap,mom_hl52,measured
BETA_60,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.501224,0.8968900829719888,0.3087620950703849,-0.36712903584776246,0.0024759305610545326,0.8490103270223752,l1_closeAboveMa60Pct,0.78383444,0.78383444,related_cluster,14,BETA_60,1,size_log_mktcap,BETA_60,measured
CNTN_20,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.443408,0.288667457179951,0.053086798479323294,-0.12794114533610312,-0.00940610616651,0.8490103270223752,CNTD_20,0.90523873,-0.90523873,high_duplicate,3,CNTP_20,1,size_log_mktcap,CNTP_20,measured
CNTN_5,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.321977,0.04426895555558226,0.015823058159040837,-0.24260708779307194,0.010186658891787534,0.8490103270223752,CNTD_5,0.93383406,-0.93383406,high_duplicate,4,CNTP_5,1,size_log_mktcap,CNTP_5,measured
KLOW2,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.368586,-0.0798954591632305,0.00626552252793422,-0.13611544288977873,-0.013223087038205053,0.8490103270223752,KLOW,0.85668066,0.85668066,high_duplicate,7,KLOW,3,KLOW,KLOW,measured
KSFT,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.410922,0.6016463949597696,0.15898708748333057,-0.46773006589387756,-0.022674724010259592,0.8490103270223752,vwap_bias,0.9996041,0.9996041,high_duplicate,8,vwap_bias,1,size_log_mktcap,vwap_bias,measured
KUP,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.379275,0.5042933300383275,0.13225381566812677,-0.36236029501035705,-0.008571620645999665,0.8490103270223752,KUP2,0.87323763,0.87323763,high_duplicate,9,KUP2,1,size_log_mktcap,KUP2,measured
RESI_20,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.527344,0.7535916703983633,0.25301447215390827,-0.41053889877605876,-0.02936403825748984,0.8490103270223752,tech_wma_10_pos,0.76917091,0.76917091,related_cluster,22,RESI_20,1,size_log_mktcap,RESI_20,measured
RESI_60,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.463772,0.6161394741084503,0.1933559867768435,-0.44101993371492076,-0.030571293526659913,0.8490103270223752,tech_bias_20,0.78281445,-0.78281445,related_cluster,24,RESI_60,1,size_log_mktcap,RESI_60,measured
VSTD_10,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.676748,1.1223061933613447,0.45209574121977303,-0.2988423208512888,-0.011198127329158208,0.8490103270223752,VSTD_20,0.95268762,0.95268762,high_duplicate,10,VSTD_10,1,size_log_mktcap,VSTD_10,measured
VSTD_20,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.562399,0.9863925106786208,0.37778283174368776,-0.3857193705359393,-0.009164277254993572,0.8490103270223752,VSTD_10,0.95268762,0.95268762,high_duplicate,10,VSTD_10,1,size_log_mktcap,VSTD_10,measured
ma60_bias,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.272382,0.017353031777253433,-0.0022773467132697345,-0.36537032929279756,-0.019092523533406746,0.8490103270223752,tech_keltner_pos_20,0.75839431,0.75839431,related_cluster,52,ma60_bias,1,size_log_mktcap,ma60_bias,measured
return_3d,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.443625,0.3430426247067957,0.07626940108997404,-0.2999571493520742,-0.030380253564112898,0.8490103270223752,vol_money_flow_5d,0.78818103,-0.78818103,related_cluster,57,return_3d,1,size_log_mktcap,return_3d,measured
vwap_bias,ml106,price_technical,evidence_watch,watch_not_selector,materialized,0.432294,0.6548278124557457,0.18588449688107245,-0.4514600864499013,-0.022682625240283836,0.8490103270223752,KSFT,0.9996041,0.9996041,high_duplicate,8,vwap_bias,1,size_log_mktcap,vwap_bias,measured
tech_bbands_pctb_20,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.532346,0.7211268094531443,0.1483565003945191,-0.2774755313148214,-0.025125465225420657,0.8289877116439178,tech_cci_20,0.97674055,0.97674055,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_bbi,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.524584,0.7150483335457578,0.20478812545363967,-0.4271951670893068,-0.039384848132628644,0.8260947444262098,tech_ema_12_pos,0.99632791,0.99632791,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_bias_20,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.562654,0.7552470944805161,0.22407244983492536,-0.34984646541159825,0.03349804841805848,0.8289877116439178,tech_sma_20_pos,0.99999999,-0.99999999,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_cci_20,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.391431,0.3836270479507817,0.08164126697477925,-0.3320337482414141,-0.019377130117994135,0.8289877116439178,tech_bbands_pctb_20,0.97674055,0.97674055,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_cmo_14,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.584575,0.8975416619857337,0.25128846984140374,-0.26615605575060464,-0.016679944600498108,0.8330084457431053,mom_rsi_14,0.99999987,0.99999987,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_donchian_pos_20,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.501319,0.7201120131520315,0.16447903686554644,-0.2987998649049671,-0.018193219221246136,0.8289877116439178,tech_williams_r_14,0.92179543,-0.92179543,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_ema_12_pos,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.506474,0.6141508501251196,0.16782812941038738,-0.4025913183680675,-0.03928779210510085,0.8490103270223752,tech_bbi,0.99632791,0.99632791,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_kd9_k,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.558379,0.8913395764266677,0.24764986099318276,-0.29677640641030145,-0.012073761323824895,0.9459292318776769,tech_slow_kd_14,0.91050425,0.91050425,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_kdj_j_9,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.435748,0.4654677122550752,0.09557018423482178,-0.3294456446489902,-0.022252550501434633,0.9459292318776769,tech_kd9_k,0.88732543,0.88732543,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_keltner_pos_20,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.571981,0.7894125839684943,0.20920568958063046,-0.30068196132273295,-0.028257118209128525,0.8468638674298523,tech_bbands_pctb_20,0.92855526,0.92855526,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_ma_convergence,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.608188,0.9387769012180501,0.3011333711795743,-0.2854939826861511,0.01772603473902206,0.8431543449545691,l1_bbBandwidthPct,0.86924211,-0.86924211,high_duplicate,5,tech_ma_convergence,1,size_log_mktcap,tech_ma_convergence,measured
tech_mfi_14,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.389244,0.2924981361312414,0.06507907399689938,-0.31583371547724903,0.021913024991509725,0.8509546491614298,mom_rsi_14,0.79645662,-0.79645662,related_cluster,72,tech_mfi_14,1,size_log_mktcap,tech_mfi_14,measured
tech_psy_12,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.478108,0.6253978651336378,0.14714326068579986,-0.2663557794285386,0.008930668763483758,1.0,CNTP_20,0.77294445,-0.77294445,related_cluster,74,tech_psy_12,1,size_log_mktcap,tech_psy_12,measured
tech_roc_10,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.584904,0.9392148828886947,0.3084463429562492,-0.38635927937256054,-0.02591106281862681,0.8457591161990153,tech_mtm_10,0.913223,0.913223,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_sar,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.401955,0.49671730486589166,0.12815455780786067,-0.40807543672903424,-0.02242895186482997,0.8490103270223752,tech_ema_12_pos,0.7642686,0.7642686,related_cluster,75,tech_sar,1,size_log_mktcap,tech_sar,measured
tech_slow_kd_14,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.620614,0.9438016326041682,0.26862202670030144,-0.19637071913224202,-0.008466635073151298,0.9445332826321899,tech_kd9_k,0.91050425,0.91050425,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_sma_20_pos,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.562654,0.7552470944805161,0.22407244983492536,-0.34984646541159825,-0.0334980484653778,0.8289877116439178,tech_bias_20,0.99999999,-0.99999999,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_tower_3,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.34545,-0.24389357636612888,-0.008951814697217952,-0.18950121981437784,-0.02050347039087278,1.0,l1_smcBullishScore,0.7189618,0.7189618,related_cluster,76,tech_tower_3,1,size_log_mktcap,tech_tower_3,measured
tech_williams_r_14,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.556689,0.7951330771405977,0.16983394282918218,-0.23844046513175532,0.01955197803203668,0.8338760357042789,tech_donchian_pos_20,0.92179543,-0.92179543,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
tech_wma_10_pos,strategy95,technical,evidence_watch,watch_not_selector,materialized,0.469138,0.4601214333632537,0.1193516920869575,-0.3858439633969256,-0.041090535300176596,0.8376425969659368,tech_ema_12_pos,0.90353271,0.90353271,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
val_dp,strategy95,valuation,evidence_watch,watch_not_selector,materialized,0.335506,-0.24462121814906826,-0.023108074953934632,-0.310270422703245,0.04901782818173527,0.925147100028019,val_ep,0.59953029,0.59953029,related_cluster,80,val_dp,1,size_log_mktcap,val_dp,measured
val_ep,strategy95,valuation,evidence_watch,watch_not_selector,materialized,0.392806,-0.08193908357286125,-0.010406964036830835,-0.2659061976666982,0.042830602459496964,0.9080224552695834,val_dp,0.59953029,0.59953029,related_cluster,81,val_ep,1,size_log_mktcap,val_ep,measured
liq_amihud_21d,strategy95,volatility,evidence_watch,watch_not_selector,materialized,0.783625,1.389453776642602,0.42296855225624563,-0.20473979659687314,-0.017234238980589386,0.8281331305287596,size_log_mktcap,0.85327785,0.85327785,high_duplicate,13,size_log_mktcap,1,size_log_mktcap,size_log_mktcap,measured
vola_realized_12m,strategy95,volatility,evidence_watch,watch_not_selector,materialized,0.557061,0.5040569206537991,0.11568838496100198,-0.2570640094069787,0.042281460175741956,0.9223251811231638,vola_realized_1m,0.79516555,0.79516555,related_cluster,90,vola_realized_12m,1,size_log_mktcap,vola_realized_12m,measured
vola_realized_1m,strategy95,volatility,evidence_watch,watch_not_selector,materialized,0.426437,0.31836370526083163,0.07481867089007044,-0.39786993149487104,0.0394532361551591,0.9452958011447784,l1_bbBandwidthPct,0.82980262,-0.82980262,high_duplicate,5,tech_ma_convergence,1,size_log_mktcap,tech_ma_convergence,measured
vol_money_flow_5d,strategy95,volume,evidence_watch,watch_not_selector,materialized,0.539821,0.8227079951340446,0.24059171286290826,-0.3923730724729291,0.02842568873514042,0.8431543449545691,tech_wma_10_pos,0.85042464,-0.85042464,high_duplicate,1,mom_macd_trend_10,1,size_log_mktcap,mom_macd_trend_10,measured
vol_share_turnover_21d,strategy95,volume,evidence_watch,watch_not_selector,materialized,0.749257,1.3185243687799915,0.45930590670112625,-0.30900958905155307,0.022877627495641394,0.8250710483128527,VSTD_20,0.76240144,-0.76240144,related_cluster,86,vol_share_turnover_21d,1,size_log_mktcap,vol_share_turnover_21d,measured
