strategy_factor,strategy_source,strategy_category,ml_feature,rank_corr,abs_rank_corr,n_obs,strategy_mean_ic,ml_mean_ic
tech_roc_10,alphabuilderstw,technical,macdHist,0.718295521545034,0.718295521545034,845184,-0.02591106281862681,-0.022463351229758063
l1_foreignTrustNet5d,stockvision_l1,l1_signal,chip_5d,0.7178817238345216,0.7178817238345216,848433,0.00019532907842735887,0.0021503877079820403
l1_squeezeMomentum,stockvision_l1,l1_signal,BETA_20,0.7163795393233005,0.7163795393233005,828424,-0.026841176628363144,-0.014284701210931674
tech_kd9_k,alphabuilderstw,technical,ma20_bias,0.7154356319535898,0.7154356319535898,847529,-0.012073761323824895,-0.027081082099558094
mom_reversal_1m,alphabuilderstw,momentum,IMXD_20,0.714540422347664,0.714540422347664,843817,0.02252116697656678,0.004077178672048777
tech_slow_kd_14,alphabuilderstw,technical,ma20_bias,0.7143960101436404,0.7143960101436404,846964,-0.008466635073151298,-0.027081082099558094
tech_kdj_j_9,alphabuilderstw,technical,BETA_5,0.7142924043825852,0.7142924043825852,847529,-0.022252550501434633,-0.03748957786760976
tech_cci_20,alphabuilderstw,technical,return_10d,0.7139549199767828,0.7139549199767828,828424,-0.019377130117994135,-0.02233427592210728
tech_mtm_10,alphabuilderstw,technical,ma10_bias,0.7135943723620869,0.7135943723620869,845184,-0.023668102696947795,-0.039719990304153976
tech_kd9_k,alphabuilderstw,technical,return_10d,0.7128612642793464,0.7128612642793464,847529,-0.012073761323824895,-0.02233427592210728
l1_return20d,stockvision_l1,l1_signal,bb_position,0.7118963012936533,0.7118963012936533,843947,-0.022857431844817755,-0.024891557255207197
vol_money_flow_5d,alphabuilderstw,volume,RESI_20,-0.7089011313217846,0.7089011313217846,842581,0.02842568873514042,-0.02936403825748984
tech_wma_10_pos,alphabuilderstw,technical,stock_vs_market,0.7078263207462515,0.7078263207462515,837073,-0.041090535300176596,-0.024371413333793862
l1_closeAboveMa60Pct,stockvision_l1,l1_signal,BETA_20,0.7078075579387904,0.7078075579387904,804820,-0.017697676680799728,-0.014284701210931674
l1_displacementPct,stockvision_l1,l1_signal,KMID,0.7072547618172181,0.7072547618172181,846744,-0.028612316377270106,-0.016044050814931078
l1_smcBiasBearish,stockvision_l1,l1_signal,bb_position,0.7067760065273092,0.7067760065273092,848433,-0.015909384224597457,-0.024891557255207197
tech_bias_20,alphabuilderstw,technical,ma60_bias,-0.7059239875720706,0.7059239875720706,828424,0.03349804841805848,-0.019092523533406746
tech_sma_20_pos,alphabuilderstw,technical,ma60_bias,0.7059238336025075,0.7059238336025075,828424,-0.0334980484653778,-0.019092523533406746
l1_squeezeMomentum,stockvision_l1,l1_signal,macdHist,0.7037015440302568,0.7037015440302568,828424,-0.026841176628363144,-0.022463351229758063
tech_roc_10,alphabuilderstw,technical,RESI_60,0.7028138982525376,0.7028138982525376,845184,-0.02591106281862681,-0.030571293526659913
l1_squeezeMomentum,stockvision_l1,l1_signal,BETA_10,0.7019588432606131,0.7019588432606131,828424,-0.026841176628363144,-0.024214918688092158
mom_rsi_14,alphabuilderstw,momentum,IMXD_20,-0.7019344028012727,0.7019344028012727,832442,-0.016680265262073793,0.004077178672048777
tech_cmo_14,alphabuilderstw,technical,IMXD_20,-0.7019340805589696,0.7019340805589696,832442,-0.016679944600498108,0.004077178672048777
tech_bbands_pctb_20,alphabuilderstw,technical,RESI_60,0.7013948337748969,0.7013948337748969,828424,-0.025125465225420657,-0.030571293526659913
tech_ema_12_pos,alphabuilderstw,technical,return_10d,0.7012370186409834,0.7012370186409834,848433,-0.03928779210510085,-0.02233427592210728
tech_williams_r_14,alphabuilderstw,technical,return_10d,-0.7011054283427793,0.7011054283427793,833309,0.01955197803203668,-0.02233427592210728
tech_mfi_14,alphabuilderstw,technical,BETA_20,-0.701086060395521,0.701086060395521,847996,0.021913024991509725,-0.014284701210931674
tech_psy_12,alphabuilderstw,technical,CNTD_20,-0.6992516508603387,0.6992516508603387,848433,0.008930668763483758,0.004253655684398926
tech_bbands_pctb_20,alphabuilderstw,technical,ma60_bias,0.6978950613823449,0.6978950613823449,828424,-0.025125465225420657,-0.019092523533406746
tech_bias_20,alphabuilderstw,technical,return_10d,-0.6978864029326377,0.6978864029326377,828424,0.03349804841805848,-0.02233427592210728
tech_sma_20_pos,alphabuilderstw,technical,return_10d,0.6978863397969569,0.6978863397969569,828424,-0.0334980484653778,-0.02233427592210728
val_bp,alphabuilderstw,valuation,atr14,-0.6975749766990944,0.6975749766990944,845050,0.014565206117043691,-0.010755671697390275
l1_squeezeMomentum,stockvision_l1,l1_signal,RESI_60,0.6967423528307786,0.6967423528307786,828424,-0.026841176628363144,-0.030571293526659913
tech_keltner_pos_20,alphabuilderstw,technical,RESI_60,0.6954283152009417,0.6954283152009417,846288,-0.028257118209128525,-0.030571293526659913
tech_bias_20,alphabuilderstw,technical,macdHist,-0.6949495712847515,0.6949495712847515,828424,0.03349804841805848,-0.022463351229758063
tech_sma_20_pos,alphabuilderstw,technical,macdHist,0.6949494721562938,0.6949494721562938,828424,-0.0334980484653778,-0.022463351229758063
tech_bbi,alphabuilderstw,technical,return_10d,0.6947757235305151,0.6947757235305151,825533,-0.039384848132628644,-0.02233427592210728
tech_donchian_pos_20,alphabuilderstw,technical,BETA_20,0.6939062953092191,0.6939062953092191,828424,-0.018193219221246136,-0.014284701210931674
l1_closeAboveMa60Pct,stockvision_l1,l1_signal,keltner_position,0.6932620969715009,0.6932620969715009,804820,-0.017697676680799728,-0.026209558310383026
l1_diTrend,stockvision_l1,l1_signal,BETA_20,0.6931159998112653,0.6931159998112653,846964,-0.027199473141347547,-0.014284701210931674
tech_kdj_j_9,alphabuilderstw,technical,vwap_bias_5d,0.6928072635994815,0.6928072635994815,847529,-0.022252550501434633,-0.037759770316934456
l1_bestOrderBlockStrength,stockvision_l1,l1_signal,KMID,0.6926282939281981,0.6926282939281981,844893,-0.02856489232809008,-0.016044050814931078
tech_kdj_j_9,alphabuilderstw,technical,keltner_position,0.6917417179103592,0.6917417179103592,847529,-0.022252550501434633,-0.026209558310383026
l1_eps,stockvision_l1,l1_signal,bb_lower_raw,0.6914059217426676,0.6914059217426676,844827,0.04367495258230366,0.015953362282694398
mom_reversal_1m,alphabuilderstw,momentum,bb_position,-0.6904004121132881,0.6904004121132881,843817,0.02252116697656678,-0.024891557255207197
l1_smcBullishScore,stockvision_l1,l1_signal,KMID,0.6886015152491319,0.6886015152491319,848433,-0.024958347213680725,-0.016044050814931078
tech_wma_10_pos,alphabuilderstw,technical,ma20_bias,0.6883180043139376,0.6883180043139376,837073,-0.041090535300176596,-0.027081082099558094
tech_donchian_pos_20,alphabuilderstw,technical,BETA_10,0.6869268754045639,0.6869268754045639,828424,-0.018193219221246136,-0.024214918688092158
l1_smcNetScore,stockvision_l1,l1_signal,bb_position,0.6868714942377556,0.6868714942377556,848433,-0.02608234682513816,-0.024891557255207197
l1_squeezeMomentum,stockvision_l1,l1_signal,ma20_bias,0.6860470279640895,0.6860470279640895,828424,-0.026841176628363144,-0.027081082099558094
l1_eps,stockvision_l1,l1_signal,vwap_5d,0.6860010841727067,0.6860010841727067,844827,0.04367495258230366,0.01327798423996181
tech_cci_20,alphabuilderstw,technical,ma60_bias,0.6858433438251826,0.6858433438251826,828424,-0.019377130117994135,-0.019092523533406746
tech_cci_20,alphabuilderstw,technical,RESI_60,0.6856246211445881,0.6856246211445881,828424,-0.019377130117994135,-0.030571293526659913
tech_donchian_pos_20,alphabuilderstw,technical,RESI_60,0.68464627410281,0.68464627410281,828424,-0.018193219221246136,-0.030571293526659913
l1_eps,stockvision_l1,l1_signal,WVMA,0.6837382235709767,0.6837382235709767,844827,0.04367495258230366,0.013856405009392598
val_bp,alphabuilderstw,valuation,bb_upper_raw,-0.6832592004787426,0.6832592004787426,845050,0.014565206117043691,0.01290917725936953
mom_rsi_14,alphabuilderstw,momentum,ma60_bias,0.681485621518746,0.681485621518746,832442,-0.016680265262073793,-0.019092523533406746
tech_cmo_14,alphabuilderstw,technical,ma60_bias,0.6814855092092037,0.6814855092092037,832442,-0.016679944600498108,-0.019092523533406746
l1_foreignTrustNet5d,stockvision_l1,l1_signal,foreign_5d,0.6806311916760514,0.6806311916760514,848433,0.00019532907842735887,0.009623744365891683
l1_eps,stockvision_l1,l1_signal,bb_upper_raw,0.6792146806976647,0.6792146806976647,844827,0.04367495258230366,0.01290917725936953
tech_williams_r_14,alphabuilderstw,technical,vwap_bias_5d,-0.6792055565995326,0.6792055565995326,833309,0.01955197803203668,-0.037759770316934456
val_bp,alphabuilderstw,valuation,vwap_5d,-0.6788244419713235,0.6788244419713235,845050,0.014565206117043691,0.01327798423996181
tech_sar,alphabuilderstw,technical,bb_position,0.6785673622126223,0.6785673622126223,848433,-0.02242895186482997,-0.024891557255207197
l1_return20d,stockvision_l1,l1_signal,ma60_bias,0.6760953306194256,0.6760953306194256,843947,-0.022857431844817755,-0.019092523533406746
val_bp,alphabuilderstw,valuation,WVMA,-0.6752269263257333,0.6752269263257333,845050,0.014565206117043691,0.013856405009392598
mom_reversal_1m,alphabuilderstw,momentum,ma60_bias,-0.675152195901143,0.675152195901143,843817,0.02252116697656678,-0.019092523533406746
mom_rsi_14,alphabuilderstw,momentum,RESI_60,0.6750697752386701,0.6750697752386701,832442,-0.016680265262073793,-0.030571293526659913
tech_cmo_14,alphabuilderstw,technical,RESI_60,0.6750695623883235,0.6750695623883235,832442,-0.016679944600498108,-0.030571293526659913
tech_sar,alphabuilderstw,technical,keltner_position,0.675014878091031,0.675014878091031,848433,-0.02242895186482997,-0.026209558310383026
tech_donchian_pos_20,alphabuilderstw,technical,ma60_bias,0.6739326240777107,0.6739326240777107,828424,-0.018193219221246136,-0.019092523533406746
tech_mtm_10,alphabuilderstw,technical,rsi14,0.6737735921302849,0.6737735921302849,845184,-0.023668102696947795,-0.016774643423643286
tech_kdj_j_9,alphabuilderstw,technical,stock_vs_market,0.6727733150040621,0.6727733150040621,847529,-0.022252550501434633,-0.024371413333793862
tech_ema_12_pos,alphabuilderstw,technical,return_5d,0.6725684708472983,0.6725684708472983,848433,-0.03928779210510085,-0.030274600970103344
tech_keltner_pos_20,alphabuilderstw,technical,return_10d,0.6723968348653244,0.6723968348653244,846288,-0.028257118209128525,-0.02233427592210728
tech_cci_20,alphabuilderstw,technical,IMXD_20,-0.6720737044137309,0.6720737044137309,828424,-0.019377130117994135,0.004077178672048777
l1_displacementPct,stockvision_l1,l1_signal,RESI_5,0.6698075706805701,0.6698075706805701,846744,-0.028612316377270106,-0.008104311721233284
l1_displacementPct,stockvision_l1,l1_signal,KMID2,0.6696628975827166,0.6696628975827166,846744,-0.028612316377270106,-0.017885057880366536
tech_mfi_14,alphabuilderstw,technical,bb_position,-0.6690128090142906,0.6690128090142906,847996,0.021913024991509725,-0.024891557255207197
mom_rsi_14,alphabuilderstw,momentum,BETA_10,0.6685440578420362,0.6685440578420362,832442,-0.016680265262073793,-0.024214918688092158
tech_cmo_14,alphabuilderstw,technical,BETA_10,0.6685440335951007,0.6685440335951007,832442,-0.016679944600498108,-0.024214918688092158
tech_bbi,alphabuilderstw,technical,return_5d,0.6680384699876877,0.6680384699876877,825533,-0.039384848132628644,-0.030274600970103344
l1_smcBiasBearish,stockvision_l1,l1_signal,rsi14,0.6675813748034636,0.6675813748034636,848433,-0.015909384224597457,-0.016774643423643286
l1_macdHist,stockvision_l1,l1_signal,keltner_position,0.6673419937109091,0.6673419937109091,848433,-0.021495125567087565,-0.026209558310383026
tech_slow_kd_14,alphabuilderstw,technical,ma10_bias,0.667266542549107,0.667266542549107,846964,-0.008466635073151298,-0.039719990304153976
vola_realized_1m,alphabuilderstw,volatility,KLEN,-0.6670040182754565,0.6670040182754565,846066,0.0394532361551591,-0.05044792028930972
tech_bbi,alphabuilderstw,technical,ma60_bias,0.6662164441348695,0.6662164441348695,825533,-0.039384848132628644,-0.019092523533406746
tech_keltner_pos_20,alphabuilderstw,technical,IMXD_20,-0.6659562160014693,0.6659562160014693,846288,-0.028257118209128525,0.004077178672048777
tech_ema_12_pos,alphabuilderstw,technical,ma60_bias,0.6647665633396519,0.6647665633396519,848433,-0.03928779210510085,-0.019092523533406746
l1_smcNetScore,stockvision_l1,l1_signal,keltner_position,0.6645561223070198,0.6645561223070198,848433,-0.02608234682513816,-0.026209558310383026
l1_diTrend,stockvision_l1,l1_signal,ma60_bias,0.6643361960744739,0.6643361960744739,846964,-0.027199473141347547,-0.019092523533406746
tech_cci_20,alphabuilderstw,technical,BETA_20,0.6636871644053478,0.6636871644053478,828424,-0.019377130117994135,-0.014284701210931674
val_bp,alphabuilderstw,valuation,bb_lower_raw,-0.6628112769120714,0.6628112769120714,845050,0.014565206117043691,0.015953362282694398
tech_mtm_10,alphabuilderstw,technical,ma20_bias,0.66256146735895,0.66256146735895,845184,-0.023668102696947795,-0.027081082099558094
tech_williams_r_14,alphabuilderstw,technical,RESI_60,-0.6617850541439084,0.6617850541439084,833309,0.01955197803203668,-0.030571293526659913
tech_trix_12,alphabuilderstw,technical,BETA_60,0.6616829698980494,0.6616829698980494,848320,-0.007334643418841766,0.0024759305610545326
l1_smcBullishScore,stockvision_l1,l1_signal,KMID2,0.6614592082686133,0.6614592082686133,848433,-0.024958347213680725,-0.017885057880366536
tech_kdj_j_9,alphabuilderstw,technical,return_10d,0.6593503921316072,0.6593503921316072,847529,-0.022252550501434633,-0.02233427592210728
tech_wma_10_pos,alphabuilderstw,technical,BETA_10,0.6590402205987543,0.6590402205987543,837073,-0.041090535300176596,-0.024214918688092158
tech_kdj_j_9,alphabuilderstw,technical,ma20_bias,0.6574858069075236,0.6574858069075236,847529,-0.022252550501434633,-0.027081082099558094
tech_bbands_pctb_20,alphabuilderstw,technical,BETA_20,0.6573410307885829,0.6573410307885829,828424,-0.025125465225420657,-0.014284701210931674
tech_kdj_j_9,alphabuilderstw,technical,RESI_20,0.6572051605536402,0.6572051605536402,847529,-0.022252550501434633,-0.02936403825748984
tech_slow_kd_14,alphabuilderstw,technical,return_10d,0.6568852684305468,0.6568852684305468,846964,-0.008466635073151298,-0.02233427592210728
l1_bestOrderBlockStrength,stockvision_l1,l1_signal,KMID2,0.6568356857589882,0.6568356857589882,844893,-0.02856489232809008,-0.017885057880366536
tech_slow_kd_14,alphabuilderstw,technical,RESI_60,0.6565119720787401,0.6565119720787401,846964,-0.008466635073151298,-0.030571293526659913
tech_kdj_j_9,alphabuilderstw,technical,ma5_bias,0.6554450648402886,0.6554450648402886,847529,-0.022252550501434633,-0.03868098345144716
tech_ema_12_pos,alphabuilderstw,technical,macdHist,0.6544546221252129,0.6544546221252129,848433,-0.03928779210510085,-0.022463351229758063
l1_diTrend,stockvision_l1,l1_signal,IMXD_20,-0.6544491064444301,0.6544491064444301,846964,-0.027199473141347547,0.004077178672048777
tech_kd9_k,alphabuilderstw,technical,macdHist,0.6540917378895,0.6540917378895,847529,-0.012073761323824895,-0.022463351229758063
tech_williams_r_14,alphabuilderstw,technical,ma5_bias,-0.6535523334859281,0.6535523334859281,833309,0.01955197803203668,-0.03868098345144716
tech_trix_12,alphabuilderstw,technical,IMXD_20,-0.6524971974299156,0.6524971974299156,848320,-0.007334643418841766,0.004077178672048777
tech_sma_20_pos,alphabuilderstw,technical,IMXD_20,-0.6513550016166694,0.6513550016166694,828424,-0.0334980484653778,0.004077178672048777
tech_bias_20,alphabuilderstw,technical,IMXD_20,0.6513549775263174,0.6513549775263174,828424,0.03349804841805848,0.004077178672048777
tech_bbands_pctb_20,alphabuilderstw,technical,IMXD_20,-0.65067823099793,0.65067823099793,828424,-0.025125465225420657,0.004077178672048777
l1_smcBiasBearish,stockvision_l1,l1_signal,BETA_20,0.6494645354893683,0.6494645354893683,848433,-0.015909384224597457,-0.014284701210931674
tech_mfi_14,alphabuilderstw,technical,IMXD_20,0.6487371166125112,0.6487371166125112,847996,0.021913024991509725,0.004077178672048777
l1_closeAboveMa60Pct,stockvision_l1,l1_signal,rsi14,0.6484881904579406,0.6484881904579406,804820,-0.017697676680799728,-0.016774643423643286
tech_slow_kd_14,alphabuilderstw,technical,IMXD_20,-0.6484251587187428,0.6484251587187428,846964,-0.008466635073151298,0.004077178672048777
tech_bbands_pctb_20,alphabuilderstw,technical,vwap_bias_5d,0.647964563730149,0.647964563730149,828424,-0.025125465225420657,-0.037759770316934456
l1_macdHist,stockvision_l1,l1_signal,ma10_bias,0.6477212287130694,0.6477212287130694,848433,-0.021495125567087565,-0.039719990304153976
tech_roc_10,alphabuilderstw,technical,CNTD_10,0.6471046680837653,0.6471046680837653,845184,-0.02591106281862681,-0.005742618260648549
l1_smcBullishScore,stockvision_l1,l1_signal,RESI_5,0.6459215789554461,0.6459215789554461,848433,-0.024958347213680725,-0.008104311721233284
tech_ema_12_pos,alphabuilderstw,technical,stock_vs_market,0.6452400349265982,0.6452400349265982,848433,-0.03928779210510085,-0.024371413333793862
tech_sar,alphabuilderstw,technical,ma20_bias,0.645067050730206,0.645067050730206,848433,-0.02242895186482997,-0.027081082099558094
tech_donchian_pos_20,alphabuilderstw,technical,IMXD_20,-0.644919268413691,0.644919268413691,828424,-0.018193219221246136,0.004077178672048777
tech_bbands_pctb_20,alphabuilderstw,technical,return_5d,0.6446571752068163,0.6446571752068163,828424,-0.025125465225420657,-0.030274600970103344
l1_bestOrderBlockStrength,stockvision_l1,l1_signal,RESI_5,0.6437338885543993,0.6437338885543993,844893,-0.02856489232809008,-0.008104311721233284
l1_return20d,stockvision_l1,l1_signal,RESI_60,0.643448824905774,0.643448824905774,843947,-0.022857431844817755,-0.030571293526659913
tech_bbands_pctb_20,alphabuilderstw,technical,BETA_5,0.643307330512234,0.643307330512234,828424,-0.025125465225420657,-0.03748957786760976
tech_donchian_pos_20,alphabuilderstw,technical,return_10d,0.6418340385360155,0.6418340385360155,828424,-0.018193219221246136,-0.02233427592210728
tech_sar,alphabuilderstw,technical,macdHist,0.6414515550368102,0.6414515550368102,848433,-0.02242895186482997,-0.022463351229758063
tech_bbi,alphabuilderstw,technical,macdHist,0.6413116703262257,0.6413116703262257,825533,-0.039384848132628644,-0.022463351229758063
tech_slow_kd_14,alphabuilderstw,technical,ma60_bias,0.6408753879519848,0.6408753879519848,846964,-0.008466635073151298,-0.019092523533406746
tech_kd9_k,alphabuilderstw,technical,CNTD_10,0.6399308621544417,0.6399308621544417,847529,-0.012073761323824895,-0.005742618260648549
tech_slow_kd_14,alphabuilderstw,technical,macdHist,0.6387575855953577,0.6387575855953577,846964,-0.008466635073151298,-0.022463351229758063
tech_bbands_pctb_20,alphabuilderstw,technical,ma5_bias,0.6380614626997618,0.6380614626997618,828424,-0.025125465225420657,-0.03868098345144716
l1_macdHist,stockvision_l1,l1_signal,bb_position,0.6378905013537404,0.6378905013537404,848433,-0.021495125567087565,-0.024891557255207197
tech_williams_r_14,alphabuilderstw,technical,BETA_5,-0.6377330471238628,0.6377330471238628,833309,0.01955197803203668,-0.03748957786760976
tech_sar,alphabuilderstw,technical,return_10d,0.6374206003395887,0.6374206003395887,848433,-0.02242895186482997,-0.02233427592210728
tech_psy_12,alphabuilderstw,technical,CNTP_5,-0.6370198738563542,0.6370198738563542,848433,0.008930668763483758,-0.01804951616020741
tech_wma_10_pos,alphabuilderstw,technical,CNTD_5,0.6360377275005615,0.6360377275005615,837073,-0.041090535300176596,-0.015763585566174253
l1_return20d,stockvision_l1,l1_signal,IMAX_20,-0.6359592103457528,0.6359592103457528,843947,-0.022857431844817755,0.009082727729824483
tech_cmo_14,alphabuilderstw,technical,return_10d,0.635590544903808,0.635590544903808,832442,-0.016679944600498108,-0.02233427592210728
mom_rsi_14,alphabuilderstw,momentum,return_10d,0.6355904546231097,0.6355904546231097,832442,-0.016680265262073793,-0.02233427592210728
tech_bbi,alphabuilderstw,technical,stock_vs_market,0.6349671591576236,0.6349671591576236,825533,-0.039384848132628644,-0.024371413333793862
tech_cci_20,alphabuilderstw,technical,BETA_5,0.6341876561731873,0.6341876561731873,828424,-0.019377130117994135,-0.03748957786760976
tech_mtm_10,alphabuilderstw,technical,RESI_60,0.6327352720006381,0.6327352720006381,845184,-0.023668102696947795,-0.030571293526659913
mom_rsi_14,alphabuilderstw,momentum,ma10_bias,0.6321173339749221,0.6321173339749221,832442,-0.016680265262073793,-0.039719990304153976
tech_cmo_14,alphabuilderstw,technical,ma10_bias,0.6321171390996474,0.6321171390996474,832442,-0.016679944600498108,-0.039719990304153976
l1_closeAboveMa60Pct,stockvision_l1,l1_signal,linear_factor,0.6320983238100217,0.6320983238100217,804820,-0.017697676680799728,-0.011288672783924866
tech_dma_10_50,alphabuilderstw,technical,BETA_20,0.6320541631693966,0.6320541631693966,809959,-0.005591782171573579,-0.014284701210931674
tech_roc_10,alphabuilderstw,technical,BETA_20,0.6308309310952208,0.6308309310952208,845184,-0.02591106281862681,-0.014284701210931674
l1_diTrend,stockvision_l1,l1_signal,BETA_10,0.6300563775493834,0.6300563775493834,846964,-0.027199473141347547,-0.024214918688092158
tech_kd9_k,alphabuilderstw,technical,RESI_60,0.6287020335194347,0.6287020335194347,847529,-0.012073761323824895,-0.030571293526659913
tech_cci_20,alphabuilderstw,technical,return_5d,0.6285937615963781,0.6285937615963781,828424,-0.019377130117994135,-0.030274600970103344
tech_bbands_pctb_20,alphabuilderstw,technical,macdHist,0.6277486950947897,0.6277486950947897,828424,-0.025125465225420657,-0.022463351229758063
tech_cci_20,alphabuilderstw,technical,macdHist,0.62750133295513,0.62750133295513,828424,-0.019377130117994135,-0.022463351229758063
l1_closeAboveMa60Pct,stockvision_l1,l1_signal,bb_position,0.6274378300934753,0.6274378300934753,804820,-0.017697676680799728,-0.024891557255207197
l1_return20d,stockvision_l1,l1_signal,IMIN_20,0.6271370221069343,0.6271370221069343,843947,-0.022857431844817755,0.0022061193201845897
vol_money_flow_5d,alphabuilderstw,volume,return_1d,-0.6264055371164954,0.6264055371164954,842581,0.02842568873514042,-0.021568016119857314
tech_williams_r_14,alphabuilderstw,technical,return_5d,-0.6256308612607686,0.6256308612607686,833309,0.01955197803203668,-0.030274600970103344
mom_reversal_1m,alphabuilderstw,momentum,RESI_60,-0.6248547209137222,0.6248547209137222,843817,0.02252116697656678,-0.030571293526659913
tech_psy_12,alphabuilderstw,technical,CNTN_10,0.6237557746273422,0.6237557746273422,848433,0.008930668763483758,0.0005345969153825617
tech_williams_r_14,alphabuilderstw,technical,macdHist,-0.6234886407991874,0.6234886407991874,833309,0.01955197803203668,-0.022463351229758063
l1_squeezeMomentum,stockvision_l1,l1_signal,ma60_bias,0.6228178788434431,0.6228178788434431,828424,-0.026841176628363144,-0.019092523533406746
l1_return20d,stockvision_l1,l1_signal,CNTD_20,0.6222616735145524,0.6222616735145524,843947,-0.022857431844817755,0.004253655684398926
vol_money_flow_5d,alphabuilderstw,volume,return_5d,-0.6210187118165789,0.6210187118165789,842581,0.02842568873514042,-0.030274600970103344
tech_keltner_pos_20,alphabuilderstw,technical,BETA_5,0.6206470475905489,0.6206470475905489,846288,-0.028257118209128525,-0.03748957786760976
tech_sar,alphabuilderstw,technical,BETA_5,0.6200042142497503,0.6200042142497503,848433,-0.02242895186482997,-0.03748957786760976
tech_wma_10_pos,alphabuilderstw,technical,return_10d,0.6194272207960665,0.6194272207960665,837073,-0.041090535300176596,-0.02233427592210728
tech_keltner_pos_20,alphabuilderstw,technical,vwap_bias_5d,0.6190909051117135,0.6190909051117135,846288,-0.028257118209128525,-0.037759770316934456
tech_wma_10_pos,alphabuilderstw,technical,RESI_60,0.6186393359154393,0.6186393359154393,837073,-0.041090535300176596,-0.030571293526659913
vol_share_turnover_21d,alphabuilderstw,volume,atr14,-0.6167965956736853,0.6167965956736853,824510,0.022877627495641394,-0.010755671697390275
tech_bbands_pctb_20,alphabuilderstw,technical,stock_vs_market,0.6157836157435187,0.6157836157435187,828424,-0.025125465225420657,-0.024371413333793862
tech_kdj_j_9,alphabuilderstw,technical,CNTD_5,0.6147353875337626,0.6147353875337626,847529,-0.022252550501434633,-0.015763585566174253
l1_macdHist,stockvision_l1,l1_signal,rsi14,0.6146567435683726,0.6146567435683726,848433,-0.021495125567087565,-0.016774643423643286
tech_roc_10,alphabuilderstw,technical,CNTP_10,0.6145499552787929,0.6145499552787929,845184,-0.02591106281862681,-0.009505862276207078
tech_tower_3,alphabuilderstw,technical,ma5_bias,0.6116364261187655,0.6116364261187655,848433,-0.02050347039087278,-0.03868098345144716
mom_reversal_1m,alphabuilderstw,momentum,IMAX_20,0.6104993239910123,0.6104993239910123,843817,0.02252116697656678,0.009082727729824483
tech_williams_r_14,alphabuilderstw,technical,ma60_bias,-0.6099432119859978,0.6099432119859978,833309,0.01955197803203668,-0.019092523533406746
mom_rsi_14,alphabuilderstw,momentum,IMAX_20,-0.6094447098138926,0.6094447098138926,832442,-0.016680265262073793,0.009082727729824483
tech_cmo_14,alphabuilderstw,technical,IMAX_20,-0.6094441251947504,0.6094441251947504,832442,-0.016679944600498108,0.009082727729824483
tech_slow_kd_14,alphabuilderstw,technical,CNTD_10,0.6091178061716402,0.6091178061716402,846964,-0.008466635073151298,-0.005742618260648549
tech_keltner_pos_20,alphabuilderstw,technical,ma5_bias,0.6090074465740203,0.6090074465740203,846288,-0.028257118209128525,-0.03868098345144716
tech_roc_10,alphabuilderstw,technical,ma60_bias,0.608932052474248,0.608932052474248,845184,-0.02591106281862681,-0.019092523533406746
tech_vr_26,alphabuilderstw,technical,CNTD_20,0.6085714324144167,0.6085714324144167,843778,-0.01171049680086905,0.004253655684398926
l1_diTrend,stockvision_l1,l1_signal,ma10_bias,0.6075024686771888,0.6075024686771888,846964,-0.027199473141347547,-0.039719990304153976
mom_reversal_1m,alphabuilderstw,momentum,IMIN_20,-0.6065947639462239,0.6065947639462239,843817,0.02252116697656678,0.0022061193201845897
tech_cmo_14,alphabuilderstw,technical,macdHist,0.6062917576605386,0.6062917576605386,832442,-0.016679944600498108,-0.022463351229758063
mom_rsi_14,alphabuilderstw,momentum,macdHist,0.6062906302878028,0.6062906302878028,832442,-0.016680265262073793,-0.022463351229758063
mom_hl52,alphabuilderstw,momentum,BETA_60,0.6059725805691121,0.6059725805691121,738494,0.008560041936923373,0.0024759305610545326
tech_williams_r_14,alphabuilderstw,technical,stock_vs_market,-0.6059459413837623,0.6059459413837623,833309,0.01955197803203668,-0.024371413333793862
tech_bbands_pctb_20,alphabuilderstw,technical,CNTD_10,0.6053489679892868,0.6053489679892868,828424,-0.025125465225420657,-0.005742618260648549
tech_bias_20,alphabuilderstw,technical,BETA_5,-0.6051586554656144,0.6051586554656144,828424,0.03349804841805848,-0.03748957786760976
tech_sma_20_pos,alphabuilderstw,technical,BETA_5,0.6051586410777398,0.6051586410777398,828424,-0.0334980484653778,-0.03748957786760976
tech_williams_r_14,alphabuilderstw,technical,CNTD_10,-0.6049308548011357,0.6049308548011357,833309,0.01955197803203668,-0.005742618260648549
tech_tower_3,alphabuilderstw,technical,return_1d,0.6043912729669972,0.6043912729669972,848433,-0.02050347039087278,-0.021568016119857314
tech_wma_10_pos,alphabuilderstw,technical,CNTP_5,0.6032555083248198,0.6032555083248198,837073,-0.041090535300176596,-0.01804951616020741
tech_bbi,alphabuilderstw,technical,BETA_20,0.6031037372918497,0.6031037372918497,825533,-0.039384848132628644,-0.014284701210931674
tech_cci_20,alphabuilderstw,technical,stock_vs_market,0.602825635994037,0.602825635994037,828424,-0.019377130117994135,-0.024371413333793862
tech_donchian_pos_20,alphabuilderstw,technical,vwap_bias_5d,0.6026997915137559,0.6026997915137559,828424,-0.018193219221246136,-0.037759770316934456
tech_tower_3,alphabuilderstw,technical,vwap_bias_5d,0.6016121709297316,0.6016121709297316,848433,-0.02050347039087278,-0.037759770316934456
