candidate_id,algorithm,status,factor_ids,weights,combine,complexity,novelty,turnover,fitness,deflated_sharpe_proxy,train,validation,holdout,full,latest_matches,match_days
random_0000,random,ok,"['l1_bosBullish', 'vola_realized_1m']","[0.543309, 0.456691]",weighted_sum,2,1.0,0.7539759036144578,-4.643102603873335,-5.134728759533336,"{'cagr': -0.4868246440329349, 'sharpe': -5.6098765191830635, 'max_drawdown': -0.7237949599962286, 'positive_day_ratio': 0.36382536382536385}","{'cagr': -0.5176782018277792, 'sharpe': -5.0591978713726835, 'max_drawdown': -0.4991345005492426, 'positive_day_ratio': 0.3333333333333333}","{'cagr': -0.5087911936092243, 'sharpe': -3.516740561551257, 'max_drawdown': -0.3090828659449951, 'positive_day_ratio': 0.39622641509433965}","{'cagr': -0.4988643172438175, 'sharpe': -4.959170689449542, 'max_drawdown': -0.9039160126816911, 'positive_day_ratio': 0.35903614457831323}",10,830
random_0001,random,ok,"['tech_sma_20_pos', 'tech_donchian_pos_20']","[0.362708, 0.637292]",weighted_sum,2,1.0,0.704698795180723,5.331518515428702,4.06378465641252,"{'cagr': 5.927059379165192, 'sharpe': 5.5980837827822745, 'max_drawdown': -0.24759972074057235, 'positive_day_ratio': 0.6340956340956341}","{'cagr': 2.786480482728437, 'sharpe': 4.139315544573172, 'max_drawdown': -0.2748418721294922, 'positive_day_ratio': 0.6049382716049383}","{'cagr': 181.93007993587423, 'sharpe': 10.683728837450968, 'max_drawdown': -0.08972471723696418, 'positive_day_ratio': 0.7924528301886793}","{'cagr': 7.817030130610592, 'sharpe': 5.910296973153778, 'max_drawdown': -0.27484187212949196, 'positive_day_ratio': 0.6457831325301204}",10,830
optuna_tpe_0000,optuna_tpe,ok,"['liq_amihud_21d', 'l1_liquiditySweepBullish', 'tech_volume_ratio_5', 'mom_ma50_200_ratio', 'l1_bbBandwidthPct']","[0.073031, 0.370467, 0.096495, 0.427393, 0.032615]",max,5,1.0,0.025060240963855424,0.5278046677758033,0.16951424768025633,"{'cagr': 0.310276140649947, 'sharpe': 0.9478347818803297, 'max_drawdown': -0.30947616035614256, 'positive_day_ratio': 0.5592515592515592}","{'cagr': 0.019575504213584116, 'sharpe': 0.24504513584090884, 'max_drawdown': -0.427021561580763, 'positive_day_ratio': 0.5390946502057613}","{'cagr': 2.121192070154806, 'sharpe': 2.354653984249524, 'max_drawdown': -0.18589593964922646, 'positive_day_ratio': 0.6132075471698113}","{'cagr': 0.3602192749207942, 'sharpe': 0.9818508710033195, 'max_drawdown': -0.5574009852294324, 'positive_day_ratio': 0.5602409638554217}",10,830
optuna_tpe_0001,optuna_tpe,ok,"['l1_sectorRsMomentum', 'tech_trix_12', 'vol_money_flow_5d']","[0.481198, 0.396377, 0.122425]",weighted_sum,3,1.0,0.48445783132530124,-2.6508326064544074,-2.126006915630182,"{'cagr': -0.3799437715967343, 'sharpe': -1.5804660136180781, 'max_drawdown': -0.6440273478632925, 'positive_day_ratio': 0.4698544698544699}","{'cagr': -0.46124443022462136, 'sharpe': -2.0504760274695295, 'max_drawdown': -0.4549676797169433, 'positive_day_ratio': 0.4403292181069959}","{'cagr': -0.5994279533338379, 'sharpe': -2.285341617512512, 'max_drawdown': -0.37770602006733, 'positive_day_ratio': 0.5}","{'cagr': -0.4372346575813798, 'sharpe': -1.8177948730197935, 'max_drawdown': -0.8573851719755143, 'positive_day_ratio': 0.4650602409638554}",10,830
deap_gp_0000,deap_gp,ok,"['mom_reversal_1m', 'l1_smcNetScore', 'tech_williams_r_14']","[0.357965, 0.231537, 0.410498]",weighted_sum,3,1.0,0.8612048192771087,-4.180529248015583,-3.9957644777040597,"{'cagr': -0.563973458417024, 'sharpe': -3.684636467197716, 'max_drawdown': -0.80444886000237, 'positive_day_ratio': 0.3970893970893971}","{'cagr': -0.6993895579000946, 'sharpe': -3.920233589543407, 'max_drawdown': -0.6995547815694838, 'positive_day_ratio': 0.37037037037037035}","{'cagr': -0.6453222107191257, 'sharpe': -3.3795219208990437, 'max_drawdown': -0.3908990275626206, 'positive_day_ratio': 0.3490566037735849}","{'cagr': -0.6191316988342404, 'sharpe': -3.6764503305514316, 'max_drawdown': -0.9624110326332675, 'positive_day_ratio': 0.38313253012048193}",10,830
deap_gp_0001,deap_gp,ok,"['l1_smcBiasBearish', 'tech_keltner_pos_20', 'tech_granville_score']","[0.247722, 0.3892, 0.363078]",weighted_sum,3,1.0,0.3031325301204819,2.5617972327793987,2.0131889377929433,"{'cagr': 1.139133251571427, 'sharpe': 2.31669203474089, 'max_drawdown': -0.24395319396251902, 'positive_day_ratio': 0.553014553014553}","{'cagr': 0.9789942019827227, 'sharpe': 2.088719825953596, 'max_drawdown': -0.2872622635092582, 'positive_day_ratio': 0.5967078189300411}","{'cagr': 8.89213422885354, 'sharpe': 4.718200960455794, 'max_drawdown': -0.16573870043584416, 'positive_day_ratio': 0.6698113207547169}","{'cagr': 1.5426027076299178, 'sharpe': 2.636096848230859, 'max_drawdown': -0.287262263509258, 'positive_day_ratio': 0.5807228915662651}",10,830
pymoo_nsga3_novelty_0000,pymoo_nsga3_novelty,ok,"['vol_cv_volprice_20d', 'l1_brokerNetAmount5d', 'l1_bosBullish']","[0.155709, 0.467655, 0.376636]",weighted_sum,3,0.96875,0.7486746987951808,-0.15629290089361847,-1.1975634868617153,"{'cagr': -0.32156191425734393, 'sharpe': -1.5465843119923521, 'max_drawdown': -0.567603813358736, 'positive_day_ratio': 0.4407484407484408}","{'cagr': -0.2614529307495034, 'sharpe': -1.1220325987010629, 'max_drawdown': -0.33752900501127336, 'positive_day_ratio': 0.43621399176954734}","{'cagr': 2.662585995544241, 'sharpe': 3.6853000294522964, 'max_drawdown': -0.12092973991954725, 'positive_day_ratio': 0.6226415094339622}","{'cagr': -0.13737133887291542, 'sharpe': -0.437202499575532, 'max_drawdown': -0.7148811583717167, 'positive_day_ratio': 0.46265060240963857}",10,830
pymoo_nsga3_novelty_0001,pymoo_nsga3_novelty,ok,"['tech_gap_up', 'l1_diTrend', 'l1_bosBullish']","[0.433105, 0.415071, 0.151824]",weighted_sum,3,0.9500000000000001,0.8293975903614459,3.6127040327081623,2.238852573825391,"{'cagr': 1.1455074213433285, 'sharpe': 2.762071793692223, 'max_drawdown': -0.21445580551734433, 'positive_day_ratio': 0.5717255717255717}","{'cagr': 0.9324804974830836, 'sharpe': 2.3143834619860435, 'max_drawdown': -0.2127455300947384, 'positive_day_ratio': 0.6090534979423868}","{'cagr': 40.23208054133038, 'sharpe': 8.141583430284744, 'max_drawdown': -0.1277562969457804, 'positive_day_ratio': 0.7264150943396226}","{'cagr': 2.0351274221507083, 'sharpe': 3.5250096739811916, 'max_drawdown': -0.21445580551734433, 'positive_day_ratio': 0.6024096385542169}",10,830
