id,kind,feature_id,feature_group,direction_mode,direction,coverage,avg_rank_std,status,elapsed_s,cagr,benchmark_alpha,benchmark_beta,total_return,max_drawdown,monthly_sharpe,monthly_sortino,calmar,win_ratio,avg_n_stock,max_n_stock,trade_count,avg_turnover_proxy,match_days,avg_daily_matches,max_daily_matches,latest_matches,selection_note
ml106_ma60_bias_high,ml_feature_single,ma60_bias,price_technical,high,1,0.8490103270223752,0.28881640785461526,ok,0.083,-0.0022773467132697345,0.10211458319107197,2.336579278784361,-0.00756171477193357,-0.36537032929279756,0.017353031777253433,0.03455507084220619,-0.0062328114862603414,0.3798449612403101,10.0,10.0,410,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_RSQR_5_high,ml_feature_single,RSQR_5,price_technical,high,1,0.8490103270223752,0.28881565774748996,ok,0.083,-0.0008777260292843758,0.10495134067850945,2.368746363719007,-0.0029191629143864306,-0.39028614955721086,-0.002094991401164653,-0.004260646424741308,-0.0022488718637889505,0.4241645244215938,10.0,10.0,410,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_return_10d_high,ml_feature_single,return_10d,price_technical,high,1,0.8490103270223752,0.2888164073949652,ok,0.076,-0.014858633306774838,0.09445561561036125,2.446754352848049,-0.0486173674486704,-0.3543467499986809,-0.006058617222609759,-0.013143461175269289,-0.04193128339400943,0.3772609819121447,10.0,10.0,410,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_return_5d_high,ml_feature_single,return_5d,price_technical,high,1,0.8490103270223752,0.2888163295512891,ok,0.078,-0.011256097664674836,0.07264353823460605,1.8779052261937266,-0.036985299006104255,-0.337748082314519,-0.03920552332232156,-0.074654588361358,-0.03332591654814407,0.3756476683937824,10.0,10.0,410,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_short_change_5d_high,ml_feature_single,short_change_5d,chip_margin_flow,high,1,0.8490103270223752,0.27550740003705365,ok,0.09,-0.007409057068620717,0.06823715816461,1.6931709107628754,-0.024454288949890546,-0.27642518798765203,-0.06834086737481498,-0.11271885192548478,-0.02680214889629633,0.44358974358974357,10.0,10.0,406,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_KLOW2_low,ml_feature_single,KLOW2,price_technical,low,-1,0.8490103270223752,0.2842666612064596,ok,0.072,0.00626552252793422,0.021060140455224648,0.3311443491667905,0.021011975529955818,-0.13611544288977873,-0.0798954591632305,-0.14406795617188925,0.0460275639507556,0.4244791666666667,10.0,10.0,406,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_KMID2_low,ml_feature_single,KMID2,price_technical,low,-1,0.8490103270223752,0.2884824789459641,ok,0.09,-0.010255000522836566,0.016614595313177178,0.6014156546130617,-0.03373531889925785,-0.20231254343714267,-0.1845538387648053,-0.28361074311382606,-0.05068639583419718,0.41968911917098445,10.0,10.0,410,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_IMAX_20_low,ml_feature_single,IMAX_20,price_technical,low,-1,0.8490103270223752,0.28627180027838073,ok,0.088,-0.028011827189906247,0.026558605760965345,1.2214367814077047,-0.09025304966681869,-0.42147082771102184,-0.18555567055514574,-0.3271362046360684,-0.06646050151802368,0.43041237113402064,10.0,10.0,410,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_CNTN_10_low,ml_feature_single,CNTN_10,price_technical,low,-1,0.8490103270223752,0.2822800998213581,ok,0.084,-0.025989041496427112,0.05198018994205497,1.7451664197494892,-0.08393467862263637,-0.27854834276668183,-0.1956476513973464,-0.3263021021812105,-0.09329837777716576,0.3917525773195876,10.0,10.0,410,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_sentiment_high,ml_feature_single,sentiment,sentiment,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.075,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
