id,kind,feature_id,feature_group,direction_mode,direction,coverage,avg_rank_std,status,elapsed_s,cagr,benchmark_alpha,benchmark_beta,total_return,max_drawdown,monthly_sharpe,monthly_sortino,calmar,win_ratio,avg_n_stock,max_n_stock,trade_count,avg_turnover_proxy,match_days,avg_daily_matches,max_daily_matches,latest_matches,selection_note
ml106_sentiment_3d_high,ml_feature_single,sentiment_3d,sentiment,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.075,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_has_sentiment_high,ml_feature_single,has_sentiment,sentiment,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.076,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_market_risk_score_high,ml_feature_single,market_risk_score,price_technical,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.085,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_market_risk_level_high,ml_feature_single,market_risk_level,price_technical,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.075,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_market_return_1d_high,ml_feature_single,market_return_1d,price_technical,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.083,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_market_return_5d_high,ml_feature_single,market_return_5d,price_technical,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.083,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_market_bias_20d_high,ml_feature_single,market_bias_20d,price_technical,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.083,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_us_sox_return_high,ml_feature_single,us_sox_return,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.083,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_us_gspc_return_high,ml_feature_single,us_gspc_return,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.075,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_us_dxy_return_high,ml_feature_single,us_dxy_return,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.083,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_us_hy_spread_high,ml_feature_single,us_hy_spread,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.076,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_us_hy_spread_chg_high,ml_feature_single,us_hy_spread_chg,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.084,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_us_vix_high,ml_feature_single,us_vix,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.084,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_us_sentiment_score_high,ml_feature_single,us_sentiment_score,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.09,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_advance_ratio_high,ml_feature_single,advance_ratio,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.075,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_bull_alignment_pct_high,ml_feature_single,bull_alignment_pct,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.076,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_revenue_yoy_high,ml_feature_single,revenue_yoy,fundamental_revenue,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.076,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_short_ratio_high,ml_feature_single,short_ratio,chip_margin_flow,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.078,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_margin_change_5d_high,ml_feature_single,margin_change_5d,price_technical,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.076,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_retail_pct_high,ml_feature_single,retail_pct,chip_margin_flow,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.076,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_foreign_consecutive_sell_high,ml_feature_single,foreign_consecutive_sell,chip_margin_flow,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.079,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_foreign_net_5d_market_high,ml_feature_single,foreign_net_5d_market,chip_margin_flow,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.077,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_limit_down_count_high,ml_feature_single,limit_down_count,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.079,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_limit_down_pct_high,ml_feature_single,limit_down_pct,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.084,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_adl_value_high,ml_feature_single,adl_value,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.084,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_adl_trend_numeric_high,ml_feature_single,adl_trend_numeric,market_regime,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.076,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_sector_encoded_high,ml_feature_single,sector_encoded,sector_metadata,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.082,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_market_cap_bucket_high,ml_feature_single,market_cap_bucket,price_technical,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.076,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_avg_volume_bucket_high,ml_feature_single,avg_volume_bucket,sector_metadata,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.083,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_sector_peer_return_1d_high,ml_feature_single,sector_peer_return_1d,sector_metadata,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.076,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_sector_peer_return_5d_high,ml_feature_single,sector_peer_return_5d,sector_metadata,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.07,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_stock_vs_sector_high,ml_feature_single,stock_vs_sector,sector_metadata,high,1,0.8490103270223752,2.917432642029564e-17,ok,0.088,-0.007382988729009665,0.022051275735841022,0.6588200112580594,-0.024368989286035703,-0.18051310455056135,-0.2328641806973774,-0.4700562557686208,-0.04089774961155634,0.4329896907216495,10.0,10.0,400,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_stock_vs_market_high,ml_feature_single,stock_vs_market,other,high,1,0.8490103270223752,0.2327445139871158,ok,0.083,-0.030122590969435814,0.022727210966439274,1.1829243142106851,-0.09681365510317841,-0.2696602716318982,-0.31471923998086054,-0.562274868052442,-0.11170156349511658,0.3963730569948187,10.0,10.0,402,,830,10.0,10,10,best_of_high_low_in_sample_research_only
ml106_KSFT2_low,ml_feature_single,KSFT2,price_technical,low,-1,0.8490103270223752,0.28756819158909125,ok,0.076,-0.06599961753047667,-0.04327548389263902,0.5086287784424782,-0.20332970362980984,-0.2194154792034113,-0.7411505153785028,-1.1400406707316981,-0.30078374567109345,0.390745501285347,10.0,10.0,408,,830,10.0,10,10,best_of_high_low_in_sample_research_only
