id,kind,factor_id,factor_name,factor_name_zh,category,direction,tags,component_factors,mapped_components,status,elapsed_s,cagr,benchmark_alpha,benchmark_beta,total_return,max_drawdown,monthly_sharpe,monthly_sortino,calmar,win_ratio,avg_n_stock,max_n_stock,trade_count,avg_turnover_proxy,match_days,avg_daily_matches,max_daily_matches,latest_matches
ab_academic_momentum,composite,ab_academic_momentum,ab_academic_momentum,ab_academic_momentum,composite,1,['composite'],"['mom_9m', 'mom_macd_trend_10', 'mom_vol_adj_12m', 'mom_close_to_52w_high', 'mom_12m_1m']","['mom_9m', 'mom_macd_trend_10', 'mom_vol_adj_12m', 'mom_close_to_52w_high', 'mom_12m_1m']",ok,0.097,0.4578329156555496,0.5328506691706649,1.6791042043670559,2.50768184232477,-0.4375660778123728,1.1540428400947134,3.140148744902471,1.0462932936015363,0.4948717948717949,10.0,10.0,406,,830,10.0,10,10
ab_channel_breakout,composite,ab_channel_breakout,ab_channel_breakout,ab_channel_breakout,composite,1,['composite'],"['tech_donchian_pos_20', 'tech_keltner_pos_20', 'tech_sar', 'tech_adx_14', 'tech_volume_ratio_5']","['tech_donchian_pos_20', 'tech_keltner_pos_20', 'tech_sar', 'tech_adx_14', 'tech_volume_ratio_5']",ok,0.098,0.1611829438942649,0.29126271376188584,2.9115439779706653,0.6446328515729414,-0.40976419824205723,0.6567546157004566,1.3438857929480486,0.3933457611185483,0.4370179948586118,10.0,10.0,409,,830,10.0,10,10
ab_low_vol_value,composite,ab_low_vol_value,ab_low_vol_value,ab_low_vol_value,composite,1,['composite'],"['val_ep', 'val_bp', 'val_dp', 'vola_realized_12m', 'vola_min_130d', 'tech_atr_14']","['val_ep', 'val_bp', 'val_dp', 'vola_realized_12m', 'vola_min_130d', 'tech_atr_14']",ok,0.096,0.09508243849225884,0.10241886121051438,0.1642093725021344,0.3530921733934216,-0.0706759145235597,0.9601573852903621,2.6617761530655484,1.3451398221716118,0.5333333333333333,10.0,10.0,403,,830,10.0,10,10
ab_attention_flow,composite,ab_attention_flow,ab_attention_flow,ab_attention_flow,composite,1,['composite'],"['vol_chg_turnover_1y', 'vol_signal_5d', 'tech_obv', 'tech_volume_ratio_5', 'tech_vr_26']","['vol_chg_turnover_1y', 'vol_signal_5d', 'tech_obv', 'tech_volume_ratio_5', 'tech_vr_26']",ok,0.099,-0.007515605558866989,0.15430057634604108,3.621892400662322,-0.02480287794527347,-0.495007852997704,0.026367969348404748,0.06127907298754381,-0.01518249395118654,0.3634020618556701,10.0,10.0,410,,830,10.0,10,10
ab_defensive_momentum,composite,ab_defensive_momentum,ab_defensive_momentum,ab_defensive_momentum,composite,1,['composite'],"['mom_vol_adj_12m', 'mom_close_to_52w_high', 'vola_realized_1m', 'vola_realized_12m', 'tech_atr_14']","['mom_vol_adj_12m', 'mom_close_to_52w_high', 'vola_realized_1m', 'vola_realized_12m', 'tech_atr_14']",ok,0.098,0.11675354829076356,0.13603885602162832,0.43165837119986317,0.4443114473674883,-0.06792495153417544,1.0827013641190903,2.823856684621966,1.718607957378602,0.5552699228791774,10.0,10.0,402,,830,10.0,10,10
ab_short_reversal,composite,ab_short_reversal,ab_short_reversal,ab_short_reversal,composite,1,['composite'],"['mom_reversal_1m', 'tech_bias_20', 'tech_williams_r_14', 'tech_psy_12', 'tech_mfi_14']","['mom_reversal_1m', 'tech_bias_20', 'tech_williams_r_14', 'tech_psy_12', 'tech_mfi_14']",ok,0.204,-0.0062124227934620135,0.10176698104230106,2.4168768387491886,-0.020533334839526463,-0.404594262516901,-0.021104888927440855,-0.04139887349741619,-0.015354318698514724,0.4498714652956298,10.0,10.0,410,,830,10.0,10,10
